stage,eye,glial,liver,mesenchyme,mural.cell,muscle,neural,vasculature
  7-9,0,0,0,0,0,0,7.19,0
 14-21,0.9,0,0,0,0,1,0,0
 24-34,0,0,0,0,0,0,17.55,0.85
 36-46,0,0,0,0,0,0,2.54,0
 60-70,0,0.79,0,0,0,0,1.89,0
 72-82,5.24,0,0,0,1.01,0.64,0,0
 84-94,8.13,0,0,1.28,0,0,3.21,0
 96-106,0,0,0,0,0,0,4.11,0
108-118,1.55,0,7.42,0,0,0,0,0
