stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,14.95,92.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.92,0,0,0,0,0,0,0,0,0,0
  5-6,20.05,377.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.67,0,0,0,0,0,0,0,0,0,0
  7-9,8.93,20.54,0,24.15,0,0,0,28.83,0,0,0,0,0,19.57,0,0,0,0,0,0,0,0,0,0,0,336.19,22.88,0,0,97.59,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,16,0,7.16,0,23.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.24,8.4,0,0,144.07,0,0,4.36,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.13,1.75,44.55,9.5,0,14.19,0,1.17,0,3.65,4.65,2.29,0,0,2.11,0,0,0,0.86,11.83,0,0,18.04,243.95,3.74,0.95,4.46,0.86,0,6.99,30.6,1.9,1.03,39.13,87.41,0,0,0.9,0,0
 24-34,0,0.83,0,3.23,5.5,2.15,0,47.94,0,0.68,0,8.49,2.18,0,0,0.9,1.4,0,0.65,0.96,0,39.77,0,0,10.87,563.41,1.33,2.79,2.91,0,0,12.74,0,1.3,0,6.71,114.47,0,0,8.5,0,4.05
 36-46,0,0,0,0.63,5.05,0,0,148.58,1.64,9.01,1.73,31.22,0,0,1.71,0,0,1.36,1.19,0,0,42.84,1.07,1.42,21.38,937.3,0,5.93,4.3,0,0,18.11,0,0.56,4.33,1.18,214.06,0,0,21.67,0,4.85
 48-58,0,0,0.46,0,6.93,0.45,0,250.43,1.06,0,0.42,81,0.46,0,2.48,0.47,1.58,0.84,1.77,6,0,103.51,1.07,2.83,15.13,1058.75,0.5,3.28,7.88,0,0,1.38,0,0,0,0,192.31,0,0.42,7.85,0,2.63
 60-70,0,0,0,0,9.86,0.84,0,410.26,0,3.15,3.76,46.47,0.6,0,0,1.42,0,1.29,0.73,0,0,78.5,1.02,7.5,15.16,855.21,0,0.89,10.17,0,0,3.31,0,0,0,0,107.77,1.72,0.59,4.9,1.52,17.06
 72-82,0,0,1.81,0,7.54,2.75,0,449.39,0,0,5.2,59.38,1.28,0,0.58,2.32,2.35,0,1.39,0,0,100.74,1.72,12.89,17.77,815.22,2.7,5.75,12.43,0,2.24,14.35,0,0.57,0,0,55.31,0,4.53,17.96,5.55,3.3
 84-94,0,0,0,0,11.98,16.94,0,310.57,0,1.78,2.33,52.47,2.62,0,1.16,2.61,0.68,1.72,1.09,0.6,0,104.11,0,7.4,7.03,563.17,0,3.44,2.34,0,0,26.74,0,0.8,0,0,64.21,1.49,0,7.76,2.27,1.57
 96-106,0,0,2.23,0,27.2,11.08,1.07,233.83,0,13.65,8.45,76.21,5,0,2.57,10.48,4.36,1.38,3.8,0,0,105.64,2.59,9.92,18.37,444.48,0.62,4.84,14.35,0,14.59,22.62,0,0,0,0,51.33,0.67,5.75,17.67,3.8,2.2
108-118,0,0,2.97,0,24.13,12.08,2.11,216.31,2.14,0,6.27,77.48,15,0,0,4.39,4.28,2.72,1.64,2.66,0.58,112.21,6.69,6.37,11.99,578.35,2.93,8.01,5.17,0,6.46,27.61,0,0.49,0,0,20.15,1.7,1.74,11.63,6.03,4.77
120,0,0,0,4.41,18.56,13.12,0,168.23,3.87,2.13,11.92,153.4,9.28,0,2,15.36,0,3.1,0,0,0,101.94,0,0,19.15,646.11,4.33,2.43,5.44,0,0,5.27,0,0,0,0,5.32,1.06,0,28.97,0,0
