stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,19.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.23,139.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.62,87.6,0,4.46,0,0,0,258.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376.36,0,0,0,129.88,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,60.91,0,27.86,0,24.96,0,180.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872.07,0,0,0,169.62,0,0,0,4.19,12.99,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.18,69.22,10.89,0,19.39,0,0,0,25.13,0,2.31,0,0,0,0,0,1.93,59.42,0,0,80.14,1520.83,4.48,0,8.99,0,0,0,1.28,16.51,4.8,11.53,59.3,204.51,0,0,5.73,0,0
 24-34,0,0,0,0,34.52,1.55,0,41.22,0,0,2.99,41.38,0,3.12,0,0.65,1.7,7.21,0.76,0.69,327.78,0.69,1.66,133.99,2983.21,6.41,10.13,21.67,0,0,0.81,0,0.76,0.66,3.92,7.56,380.87,0,0,40.83,0,0
 36-46,0,0,0,0,11.48,0,0,26.22,6.03,5.26,3.93,195.66,0,4.22,1.29,0,1.55,4.87,14.67,1.8,378.45,0,0.67,85.75,2778.55,0.97,2.95,13.47,0,0,5.23,0,0,0,6.84,0,388.76,0,0,35.42,0,1.94
 48-58,0,0,0,0,13.83,0,0,131.42,8.21,0.55,1.93,369.66,0,3.54,0,0,0,7.01,1.02,9.3,532.48,0,4.54,60.03,1983.09,1.41,7.55,18.05,0,0,8.91,0,0,0.46,7.91,0,240.37,0,2.06,21.75,0,2.97
 60-70,0,0,0,0,8.9,0.65,0,108.74,9.54,0,1.88,223.66,0,1.82,0,0,0,2.68,0,0,609.71,1.53,9.24,42.42,1578.12,0,9.41,11.69,0,0,0.57,0,0,2.12,13.45,0,98.33,0,4.3,7.27,0,0
 72-82,0,0,0,0,9.79,7.61,0,178.16,7.52,0,2.85,169.09,1.1,5.67,5.25,0.56,10.83,8.27,0,0,849.29,0,7.3,64.87,1075.62,0,21.24,13.64,1.13,0,2.51,0,0,0.57,2.06,0,73.84,0,6.95,47.87,6.56,25.9
 84-94,0,0,0,0,9.3,12.35,0,213.64,11.26,2.84,2.85,107.9,0,0,0,1.77,0.67,9.49,2.93,13.43,845.74,0,11.03,62.07,741.36,0,6.61,32.81,0,7.92,2.14,0,0,1.09,6.79,0,45.83,0,10.16,50.19,2.86,4.27
 96-106,0,0,1.07,0,15.03,19.02,1.59,185.78,5.96,2.07,1.31,124.13,2.75,4.27,3.27,1.41,8.58,8.64,14.68,0,604.41,0.78,18.18,38.91,651.74,0,30.84,34.57,0,12.43,8.03,3.39,0,0.62,4.99,0,28.5,0.66,7.82,75.14,6.22,3.29
108-118,0,0,0,0,13.95,2.68,0,137.53,8.69,1.73,1.76,122.68,0.51,7.03,0.68,3.35,0.74,6.58,0.43,0,732.56,0,8.64,37.35,885.21,0.52,20.96,36.22,8.11,16.17,4.46,0,0,0,8.13,0,15.78,0,1.49,38.4,0,5.02
120,0,0,0,0,24.79,11.88,0,262.03,40.96,0,5.34,229.25,1.14,2.11,0,0,0,12.9,6.02,0,617.95,1.56,3.51,50.28,1437.96,0,3.32,28.66,0,0,0,0,0,2.77,4.68,0,0,0,19.5,31.62,7.69,0
