stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,37.27,1285.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.57,0,0,0,0,0,0,0,0,0,0
  5-6,116.98,1907.65,0,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.66,0,0,0,6.56,0,33.9,0,0,0,0,0,0,0,0,0,0
  7-9,65.78,26.39,0,73.88,0,0,0,99.74,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,996.2,25.01,0,0,321.92,0,5.76,10.19,0,0,0,0,0,0,0,0,0
 10-12,0,44.49,0,105.09,0,0,0,161.71,0,0,0,0,0,25.53,0,0,0,0,0,0,0,0,0,0,0,987.02,51.1,0,0,319.2,0,0,0,0,38.17,13.76,0,0,0,0,0,0
 14-21,0,0,0,3.1,25.41,6.96,0,16.82,0,0,0,6.95,1,0,0,0,1.26,0,0,0,0,14.16,0.9,0,8.63,324.39,4.68,0,2.14,7.8,0,0.96,0,31.94,1.63,26.14,65.47,0,0,1.75,0,0
 24-34,0,0,0,2.67,12.57,1.7,0,45.37,0,1.36,0.89,8.54,1.52,0,2.23,0,3.28,0,1.84,0.96,3.28,38.72,1.35,0,22.45,642,0,4.14,4.32,0,0,10.7,0,0,2.97,8.43,121.75,0,0,12.7,0,5.35
 36-46,0,0,0,0,5.48,6.7,0,80.27,0,0,0,23.47,0.56,0,0.71,0,1.26,0,0,0,0,42.23,0,0.72,22.05,647.56,2.68,5.78,0,0,0,12.26,0,0,2.55,0,115.7,0,0,7.74,0,0.65
 48-58,0,0,0.46,0,24.43,0,0,163.43,0,3.18,3.58,36.07,0,0,0.54,11.28,0.49,0.83,2.17,0,0.57,64.79,0,1.8,8.77,598.71,1.41,5.05,2.24,0,0,6.45,0,0,0.73,0,135.92,0,0,3.72,0.78,0
 60-70,0,0,0,0,8.44,0.82,0,196.1,0,1.06,5.13,60.55,0.75,0,0.75,2.45,0,0,0,1.2,0,61.21,1.14,4.65,12.17,522.76,2.62,4.15,2.79,0,0,2.92,0,0,0,0,67.67,0,0,6.03,1.75,0.72
 72-82,0,0,1.14,0,9.97,3.96,0,228.68,1.51,3.46,4.53,41.1,0.77,0,2.69,0,0.5,0,3.92,0,7.83,107.72,0,2.55,7.3,386.95,0,4.32,1.07,0,0,4.02,0,0,0,0,39.95,0,0.51,10.11,1.18,3.38
 84-94,0,0,1.16,0,4,2.66,0,175.41,0,5.54,1.35,38.78,1.3,0,0,2.41,4.78,1.85,1.78,8.11,0,74.95,0,4.78,4.18,187.23,0.67,3.01,1.49,0,0,23.41,0,0,0,0,46.72,2.48,1.99,8.35,0,3.06
 96-106,0,0,0.9,0,6.28,10.33,1.05,121.19,0,4.29,1.8,35.62,1.62,0,0.86,3.45,0.73,1.46,0.75,1.45,0,92.57,3.12,0.59,8.28,150.8,1.97,9.6,4.67,0,5.05,17.07,0,0,0,0,12.3,0,0.9,9.24,1.93,0.91
108-118,0,0,0.91,0,13.4,4.03,1.01,115.45,2.11,1.53,2.68,45.13,2.95,0,0.95,1.36,3.35,4.49,2.11,0,0,86.47,0,1.84,6.89,244.18,0,0,1.26,0,4.4,13.78,0,0,0,0,5.83,0,0,12.62,3.17,6.59
120,0,0,10.11,0,29.06,3.77,0,131.35,0,1.65,1.04,93.82,1.68,0,0,8.34,7.56,1.11,2.85,0,0,92.51,0,0,9.6,348.34,0,0,1.02,0,0,12.9,0,0,0,0,7.97,9.93,3.24,19.01,8.78,0
