stage,epidermis,eye,liver,mesenchyme,mural.cell,neural,spinal.cord
 24-34,0,0,0,0,0,6.48,0
 36-46,0,0,0,0,0,2.89,2.25
 48-58,0,0.5,0,0.39,0,21.38,8.1
 60-70,0,4.03,1.37,1.22,0,25.19,1.06
 72-82,0.87,22.31,0,0,0,19.57,2.23
 84-94,0,0,0,0,0,14.07,0
 96-106,0,5.95,0,17.36,4.8,13.6,3.46
108-118,0,2.43,0,0,0,22.72,1.59
120,0,8.55,0,0,0,45.79,0
