stage,axial,blastomeres,endoderm,epidermis,eye,glial,hatching.gland,heart,mesenchyme,muscle,neural,notochord,otic,paraxial.mesoderm,periderm,pronephros,somites,spinal.cord
  3-4,22.1,321.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,20.53,480.52,0,0,0,0,0,0,0,0,66.96,0,0,0,0,0,0,0
  7-9,10.19,0,12.93,0,57.3,0,4.43,0,0,0,264.68,7.46,0,95.71,0,0,0,0
 10-12,0,4.94,11.58,0,26.51,0,0,0,0,0,206.78,4.45,0,40.24,3.1,7.35,0,0
 24-34,0,0,0,0.78,0.68,0,0,0.69,1.37,0,7.14,0,2.68,0,0,0,0.86,5.13
 36-46,0,0,0,0,0,0.62,0,0,0,0,1.94,0,0,0,0,0,0,0
 48-58,0,0,0,0.51,0.85,0,0,0,0,0,0.97,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0
108-118,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0
