stage,axial,eye,glial,immune,neural,paraxial.mesoderm
  3-4,15.7,0,0,0,0,0
  7-9,0,0,0,0,4.13,4.98
 10-12,0,0,0,0,34.29,0
 36-46,0,1.78,0,0,0,0
 48-58,0,0.83,0.46,0,0,0
 72-82,0,0,0,1.71,0,0
 84-94,0,0,0,1.36,0,0
 96-106,0,0,0,1.53,0,0
108-118,0,0,0,2.01,0,0
