stage,eye,mesenchyme,neural,paraxial.mesoderm,spinal.cord
  7-9,5.58,0,0,4.92,0
 14-21,0,0.81,0,0,0
 36-46,0,0,1.54,0,0.81
 48-58,0,0,3.49,0,0.64
 60-70,0,0,6.4,0,0
 72-82,0,0,3.27,0,0
 96-106,0,0,2.76,0,0
