stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,164.98,3343.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.66,0,0,0,0,0,0,0,0,0,0,0
  5-6,432.95,5703.25,31.48,0,0,0,0,0,0,0,0,0,16.22,0,0,0,0,0,0,0,0,0,0,0,155.69,31.77,0,0,66.3,0,72.8,0,0,0,0,0,0,0,0,0,0,0
  7-9,224.33,210.27,308.16,0,0,0,551.06,0,0,0,0,0,233.67,0,0,0,0,0,0,0,0,0,0,0,4971.75,200.64,0,0,2333.45,0,27.79,72.85,0,0,0,0,0,0,0,0,0,0
 10-12,0,230.24,326.12,0,66.42,0,482.69,0,0,0,0,0,109.53,0,0,0,0,0,0,0,0,0,0,0,6432.71,138.14,0,0,2792.07,0,14.66,49.71,9.11,361.4,0,25.04,23.11,0,0,0,0,0
 14-21,0,0.93,57.45,657.38,276.58,0,409.05,0,0,0,51.55,17.06,4.04,2.02,7.52,12.01,0,3.24,0,0,336.98,0,0,347.94,4324.11,88.04,36.66,48.81,160.39,0,332.02,1.4,782.38,30.77,5.57,670.99,1418.33,0,0,13.06,0,3.67
 24-34,0,0,13.27,264.54,172.97,0,872.96,0,1.4,2.13,103.23,3.54,8.31,3.93,36.31,0.6,6.68,10.86,6.1,0,761.36,10.25,8.91,337.34,6825.5,100.3,77.7,65,0,0,613.04,0,5.03,16.61,0,56.83,1752.06,0,0,137.01,0,16.92
 36-46,0,0,2.13,204.8,66.22,0,1727.71,6.81,11.28,4.18,127.44,4.52,0,4.33,28.74,0,14.08,3.95,10.52,8.54,626.82,3.96,21.37,201.3,5057.28,25.05,33.33,29.9,0,1.69,354.59,0.81,5.23,8.22,0,0,1269.02,0,0,54.33,0.78,41.62
 48-58,0,0,0.44,148.3,58.92,0,1912.97,0.69,4.7,2.82,126.68,17.42,0,10.37,18.61,0,11.69,3.87,2.15,1.61,623.88,3.58,35.72,132.01,2410.86,21.64,17.28,33.99,0,0,91.44,0.65,0,3.12,1.44,0,432.79,0,0,67.31,0,35.79
 60-70,2.52,0,0,160.74,27.16,2.15,1383.91,5.04,3.9,1.6,159.21,6.93,0,4.05,11.21,0,26.17,1.93,12.9,4.38,507.88,1.7,89.86,91.98,1103.31,9.07,12.98,36.36,0,0,50.42,0,0,2.38,0,0,50.06,0,0,53.35,1.79,18.27
 72-82,0,0,0,115.98,114.02,4.75,468.78,1.65,0,1.72,143.8,43.3,0,9.5,23.19,1.94,14.86,2.06,12.36,0,351.45,3.57,32.34,61.13,681.27,8.9,11.72,13.2,0,0,31.93,0,0,2.71,4.45,0,26.16,3.75,0,45.58,11.82,3.34
 84-94,0,0,4.08,99,162.15,6.19,424.52,0,0,2.71,108.64,65.37,0,3.21,38.32,5.48,13.01,6.74,21.36,9.54,292.94,1.73,37.83,64.9,514.07,19.7,10.38,16.24,0,0,56.42,0,0,11.75,0,0,21.55,12.85,0,52.09,4.36,0
 96-106,0,0,0,105.5,175.86,8.24,352.55,0,12.03,0,89.04,58.5,0,3.55,55.32,1.71,1.57,7.91,22.72,0,202.04,0.66,27.07,28.24,495.58,8.51,12.92,15.2,0,1.57,47.63,0.64,0,9.38,0,0,5.82,7.03,1.48,59.25,6.5,10.94
108-118,0,0,0.64,56.71,127.26,1.94,355.21,0,0.42,0,101.51,41.09,0,1.51,33.82,3.65,6.72,0.49,16.06,0,166.79,1.22,26.97,50.52,631.47,12.19,16.12,14.79,0,0,48.41,0,0,14.23,0,0,16.7,11.24,1.13,30.39,4.68,5.17
120,0,0,0,29.05,123.08,3.41,384.97,0,0,0,104.55,16.91,0,0,47.18,0,12.51,0,4.73,0,214.36,0,7.72,23.27,734.85,2.08,5.29,13.34,0,0,31.63,0,0,2.32,0,0,25.45,1.1,5.29,21.31,8.44,0
