stage,eye,glial,heart,melanocytes,neural,olfactory,otic,spinal.cord
 14-21,0,0,0,0,1.05,0,0,1.03
 24-34,0,0.94,0,0,10.64,0,0,0.93
 36-46,0,0,0,0,29.14,0,0,1.77
 48-58,2.38,0,0,0,49.03,0,0,3.94
 60-70,2.56,0,0,0,49.03,0,0,2.16
 72-82,7.46,0,0,6.49,30.44,0,1.1,0
 84-94,3.69,0,5.71,0,8.02,0,0,0
 96-106,0,0,0,0,16.62,0.71,0,0
108-118,1.96,1.7,0,0,12.8,0,0,0
120,0,0,0,0,46.41,0,0,0
