stage,blastomeres,epidermis,eye,glial,gut,mesenchyme,neural,spinal_cord
  5-6,23.49,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,0.99,0
 24-34,0,0,0,0,0,0,3.44,0
 36-46,0,0,0,0,0,0,2,0
 48-58,0,0,0,0.47,0,0,0,0.58
 60-70,0,0,2.51,0,0,0,0,0
 72-82,0,0,1.39,0,0.63,0.49,9.13,0
 84-94,0,0,0,0,0,5.87,0,0
 96-106,0,0.76,0,0,2.41,2.51,0,0
108-118,0,1.94,0,0,1.4,1.06,3.24,0
120,0,1.28,0,0,0,0,0,0
