stage,eye,neural,spinal_cord
 24-34,0,0,0.77
 36-46,0,3.07,0
 60-70,0.99,0,0
 72-82,0,9.3,0
 84-94,0,8.84,0
 96-106,1.31,3.69,0
108-118,0,4.59,0
120,0,3.31,0
