stage,eye,neural,spinal.cord
 48-58,0,0.8,0
 60-70,0,0,1.57
 72-82,0,1.14,0.61
 84-94,0,0,4.92
 96-106,0,3.06,0
108-118,0,2.64,0
120,1.21,0,0
