stage,epidermis,eye,fast.muscle,immune,mesenchyme,muscle,neural,olfactory,periderm,spinal.cord,vasculature
 14-21,1.05,0,0,0,0,0,0,0,0,0,0
 24-34,5.83,1.31,0,0,0,0,4.83,0.96,0.82,0,0
 48-58,0,0,0,0,0.55,0,0.8,0,0,0,1.65
 60-70,0,0,0.58,0,0,0,2.77,0,0,0,0
 72-82,0,1.52,0,0,0,0,0,0,0,0,0
 84-94,0,1.39,0,1.75,1.41,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,2.55,0,0,0,0
108-118,0,0.93,0,0,0,0.5,4.25,0,0,0,0
120,0,0,0,0,0,0,5.04,0,0,16.26,1.54
