stage,eye,neural,periderm,spinal_cord
 24-34,0,1.88,0,0
 36-46,0,5.5,0,0
 48-58,0,3.65,0,1.28
 60-70,6.59,6.51,2.35,2.94
 72-82,1.6,9.55,0,0
 84-94,0.93,4.53,0,2.16
108-118,3.7,0,0,0
120,0,0,0,4.36
