stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,74.51,533.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.15,0,0,0,0,0,0,0,0,0,0,0
  5-6,13.32,623.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.48,0,0,0,9.89,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.66,31.26,0,38.46,0,0,129.41,0,0,0,0,0,33.57,0,0,0,0,0,0,0,0,0,0,0,708.35,38.61,0,0,241.6,0,0,3.47,0,0,0,0,0,0,0,0,0,0
 10-12,0,7.14,0,63.93,0,0,96.21,0,0,0,0,0,32.13,0,0,0,0,0,0,0,0,0,0,0,872.43,38.55,0,0,256.36,0,6.67,0,0,19.48,0,0,0,0,0,0,0,0
 14-21,0,0,0,7,39.67,5.24,6.17,0,1.17,0,7.82,1.08,0,1.5,0,0.9,0,0,0,0,11.76,0,0,4.15,223.72,7.21,3.79,0,3.12,0,8.46,0,9.75,6.16,5.5,29.94,107.3,0,0,1.93,0,0
 24-34,0,0,0,2.05,30.94,0.62,59.8,0,0.7,0,24.11,0,0,0.75,0,3.71,0,1.33,0,0,46.53,0,1.63,15.32,1122.15,2.28,20.93,2.21,0,0,42.01,0,0,1.21,0,2.74,315.6,0,0,8.73,0,0
 36-46,0,0,0,1.25,18.47,1.4,172.55,2.23,5.55,1.45,39.04,0,0,2.03,0,0,0,0.65,0,3.35,63.76,1.01,0,8.66,1977.11,6.23,22.61,2.77,0,0,37.07,0.91,0,4.25,0,0,355.15,0,0,5.15,0,2.95
 48-58,0,0,0.68,0,17.44,3.11,409.38,0,4.3,5.35,67.73,0.49,0.49,2.67,0.37,5.46,0,2.32,0,3.64,66.86,0.95,0.42,26.7,1788.3,9.51,6.56,3.62,0,0,32.44,0,0,2.22,0,0,333.17,0,0,4.98,0,15.25
 60-70,0,0,1.22,0,46.3,0,590.91,2.66,0.89,0.8,73.56,5.79,0,2.11,3.3,0.67,3.16,1.45,0,12.47,95.05,0.58,0.59,7.02,1914.27,5.51,4.32,6.22,0,0,37.7,0,0,0,3.95,0,260.12,0,1.03,9.82,0,16.63
 72-82,0,0,0.71,0,7.88,37.06,550.55,0,0,3.86,82.25,2.16,0,2.23,0,0.75,0.59,0.53,0,2.19,92.69,0,0.97,14.08,1373.79,0.52,12.66,5.17,0,0,19.66,0,0,1.03,0,0,219.08,1.43,0.63,17.28,0,19.82
 84-94,0,0,0,0,15.33,11.5,364.98,3.73,8.72,0,73.07,3.73,0.76,8.67,3.25,0.92,2.16,1.57,0,11.09,141.89,0.89,2.43,4.48,1089.81,12.39,6.77,3.34,0,0,53.1,0,0,0.75,7.9,0,144.05,0,0.88,10.51,3.54,2.6
 96-106,0,0,2.32,0,22.31,18.36,409.37,0.57,3.58,0.84,72.87,3.22,0,5.95,7.38,0.85,3.26,3.3,0,0.75,77.49,2.88,2.55,6.2,880.46,0.58,6.54,5.08,0,0,60.11,0,0,0.63,0.64,0,45.75,5.9,1.74,7.36,0,5.6
108-118,0,0,0,0.74,25.8,45.96,316.39,2.52,3.22,6.03,77.13,4.43,0,0,2.12,1.47,8.31,0.84,1.44,0,104.97,0,0.49,8.08,1115.29,5.03,14.67,10.29,0,1.19,53.01,0.79,0,2.34,0.86,0,48.59,5.48,0,9.71,1.26,7.07
120,0,0,0,0,36.19,60.07,331.36,3.87,2.94,8.5,135.75,3.04,0,0,7.45,7.37,12.31,0,0,0,111.08,0,3.47,14.25,1494.91,2.85,21.91,14.27,0,7.06,49.83,0,0,0,0,0,43.06,0,0,18.28,0,6.44
