stage,epidermis,eye,fast_muscle,fin_mesenchyme,immune,lateral_line,mesenchyme,mural_cell,neural,otic,spinal_cord,vasculature,visceral_smooth_muscle
 24-34,0,0,0,0,0,0,0,0,0.85,0,0,0,0
 36-46,0,0,1.33,0,0,0,0,0.98,0,0,0,0,0
 48-58,0,0,0,0.38,0,0,6.52,0.43,1.06,1.14,3.55,0,0
 60-70,0,0,0,0,0,0,1.45,1.95,7.81,3,0,0,0
 72-82,0,0,0,0,0,0,4.35,0,2.5,3.13,0,0,0
 84-94,0,0,0,0,0,2.58,0,2.03,9.9,7.07,0,0,0
 96-106,0.58,5.2,0,0,1.35,7.92,0,1.11,3.96,9.91,0,0,2.55
108-118,0,2.97,0,0,0,1.3,0,0,2.3,9.16,0,0,0
120,1.08,10.05,0,0,0,0,0,0,1.06,21.31,0,1.54,0
