stage,endoderm,eye,glial,gut,mesenchyme,neural,spinal.cord,vasculature
  7-9,0,0,0,0,0,3.73,0,0
 36-46,0,0,0,0,0,4.03,0,0
 48-58,0,1.63,0,0,0,3.03,1.12,0
 60-70,0,0.6,2.36,0,0,0,0,0
 72-82,0,0.62,0.74,0,0,2.29,0,0
 84-94,0,0.61,0,0.8,0,0,0,0
 96-106,0,0,0,0,0.89,1.47,0,3.43
108-118,0.74,0.5,0.41,0,0,0,0,0.43
