stage,axial,blastomeres,epidermis,eye,glial,neural,notochord,spinal_cord
  5-6,0,7.48,0,0,0,0,0,0
  7-9,5.92,0,0,0,0,0,9.11,0
 14-21,0,0,0,0,0,2.73,0,0
 24-34,0,0,0,0,0,1.35,0.67,0.84
 36-46,0,0,0,2.51,0,4.76,0,1.5
 48-58,0,0,0,0.64,1.66,0.47,0,0
 60-70,0,0,0,1.62,0,7.77,0,0
 72-82,0,0,0,1.78,0,0.94,0,0
 84-94,0,0,0,0,1.43,2.79,0.99,0
 96-106,0,0,0.58,0,0,2.39,0,0
108-118,0,0,0,2.16,0,1.98,0,0.46
