stage,blastomeres,epidermis,eye,mesenchyme,mural.cell,neural,periderm,pgc,pronephros
  3-4,31.31,0,0,0,0,0,0,0,0
  5-6,43.27,0,0,0,0,6.44,0,0,0
  7-9,0,0,5.26,0,0,14.49,0,10.61,0
 10-12,0,0,0,0,0,0,0,0,4.64
 24-34,0,0,0,3.74,0,5.65,0,0,0
 36-46,0,8.35,0,1.71,0,5.39,0,0,0
 48-58,0,3.66,0,5.74,0,16.82,1.33,0,0
 60-70,0,0,3.18,0,0,0,0,0,0
 72-82,0,0,0,0,0,1.34,0,0,0
 84-94,0,0,8.47,0,2.67,7.47,0,0,0
 96-106,0,4.01,1.02,0,0,0,0,0,0
108-118,0,0.52,1.82,2.47,0,4.49,0,0,0
120,0,0,0,0,0,10.22,0,0,0
