stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,107.92,3414.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.72,0,0,0,0,0,0,0,0,0,0
  5-6,396.54,4492.83,0,21.17,0,0,0,0,0,0,0,0,0,38.09,0,0,0,0,0,0,0,0,0,0,0,108.43,0,0,0,13.8,0,63.59,0,0,0,0,0,0,0,0,0,0
  7-9,81.43,158.56,0,266.12,0,0,0,655.92,0,0,0,0,0,212.9,0,0,0,0,0,0,0,0,0,0,0,3596.18,131.08,0,0,926.41,0,0,10.76,0,0,0,0,0,0,0,0,0
 10-12,0,149.91,0,140.52,0,5.46,0,512.15,0,0,0,0,0,49.52,0,0,0,0,0,0,0,0,0,0,0,3183.54,64.52,0,0,1673.7,0,0,0,26.66,133.46,36.84,3.28,0,0,0,0,0
 14-21,0,1.47,0.8,76.13,825.17,30.02,0,69.53,0,2.44,0,28.02,13.37,5.57,8.6,0,5.65,0,5.56,8.67,0,115.58,0,0,123.82,1096.38,2.02,0,23.08,32.89,0,0.95,1.53,448.73,13.34,407.28,303.1,0,0,0,0,0
 24-34,0,0,0.6,31.34,393.86,3.07,0,73.01,0,14.04,9.95,60.42,9.06,0,12.29,0,10.39,0,42.58,4.53,3.49,304.27,2.07,0.89,157.82,1963.12,6.53,3.23,27.62,0,0,0,0,3.52,4.07,62.9,474.04,0,0,24.29,0,0
 36-46,0,0,0,1.75,206.21,0,0,33.84,0,36.08,10.87,103.1,4.69,0,4.46,0,12.08,0.65,32.56,5.5,0,402.51,0.56,2.33,141.52,999.25,3.03,1.59,15.99,0,2.85,1.83,0,0,3.24,0,378.31,0,0,24.61,0,0
 48-58,0,0,0,0.63,165.5,1.51,0,86.49,0,35.52,22.62,156.75,0.94,0,6.39,0,13.03,6.95,31.07,4.43,0,532.55,0.72,11.22,118.82,469.81,2.93,0,28.93,0,0.4,2.17,0,0,3.3,0,301.83,0,0.44,2.42,0,7.48
 60-70,0,0,0,0,238.36,0.72,0,58.88,0,45.72,43.83,147.77,4.35,0,3,0,3.3,4.94,36.41,1.2,0.59,797.72,0.85,18.64,97.21,281.57,8.46,2.72,35.47,0,0,3.11,0,0,9.72,0,151.43,4.4,1.78,3.9,5.08,0
 72-82,0,0,1.31,0,97.15,0.56,0,115.55,0.59,29.44,37.04,164.2,4.55,0,1.41,0,4.72,6.61,45.51,0,0,954.6,1.42,22.86,117.16,216.93,0,2.81,39.23,0,2.53,4.64,0,0,2.23,0,108.46,12.82,4.76,10.6,17.23,0
 84-94,0.62,0,1.55,0,205.69,1.21,0,150.22,2.24,56.36,24.36,167.97,5.77,0,2.32,0,20.05,8.7,67.31,9.21,0,838.98,0,35.42,90.64,151.92,4.74,7.61,47.1,0,0,2.46,0,0,4.74,0,94.82,30.26,11.92,5.94,18.2,0
 96-106,0,0,0.99,0,180.56,4.81,2.91,114.04,0.64,38.38,22.09,179.84,15.49,0,0,2.77,7.67,0.76,75.78,1.48,1.06,919.39,2.85,23.21,71.15,203.31,2.55,5.17,37.23,0,13.99,9.84,0,0,0,0,51.46,16.04,8.59,2.3,8.63,0
108-118,0,0,1.92,0.59,212.28,2.69,2.97,117.15,0,50.62,35.44,185,16.7,0,5.07,0.79,19.5,2.57,50.7,5.11,1.42,963.77,5.33,27.36,82.79,165.94,5.19,4.78,50.06,0,4.1,1.47,0,0,3.04,0,21.68,26.52,5,2.09,21.22,7.2
120,1.12,0,7.35,0,311.98,6.02,0,134.63,0,93.37,104.45,381.66,13.08,0,4.29,0,12.88,0,72.27,21.5,0,1541.2,6.02,98.63,139.28,284.02,6.67,2.93,81.32,0,26.5,0,0,0,1.13,0,60.9,16.63,19.01,8.82,37.8,0
