stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,61.78,501.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.48,0,0,0,0,0,0,0,0,0,0
  5-6,51.11,497.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.61,0,0,0,9.43,0,444.32,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.3,0,10.98,0,0,0,3.64,0,0,0,0,12.93,0,0,0,0,0,0,0,0,0,0,0,123.71,10.27,0,0,54.55,0,103.44,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,50.02,0,14.62,0,3.74,0,0,0,0,8.97,0,0,0,0,0,0,0,0,0,0,0,450.31,0,0,0,23.47,0,28.93,11.09,0,12.34,0,0,0,0,0,0,0
 14-21,0,0,0,15.5,1004.86,132.39,0,2.68,31.57,0,0,13.65,5.67,1.07,0,96.8,0.96,0,0,0,27.75,9.32,0,16.28,102.06,0,5.07,49.54,2.98,0,152.53,0,6.4,4.57,4.83,14.91,0,0,29.9,0,0
 24-34,0,0,0,5.29,931.54,4.51,0,11.67,191.12,2.36,2.57,18.99,4.12,7.6,3.71,58.1,0,18.01,3.75,0,57.22,31.26,0,18.99,180.86,3.73,35.16,26.64,0,0,355.2,0,0,0.68,1.32,25.18,0,0,105.26,0,7.22
 36-46,0,0,0,0.71,428.35,0,0,11.86,133.82,3.94,6.97,7.65,0,2.93,7.99,9.15,0,16.73,2.65,0,31.7,20.56,0.67,3.24,222.66,0,18.98,18.54,0,0,360.46,0,0,0.58,0,20.06,0,0,53.64,0,10.02
 48-58,0,0,0,1.5,405.25,0,0,32.95,199.26,20.28,12.07,5.54,0.88,3.23,13.81,22.43,0.72,14.21,0.75,4.57,45.55,23.26,0.39,5.21,153.94,0,13.78,8.23,0,0.61,280.34,0,0,2.58,0,15.04,0,0,40.86,0,15.92
 60-70,0,0,1.97,0,361.97,0,0,36.82,144.15,42.03,6.54,21.17,0,0,13.5,24.15,9.53,11.09,6.51,0,79.79,12.87,0,9.72,96.57,0,9.6,4.13,0,5.93,233.19,0,0,0,0,13.15,7.85,0,16.32,0,7.63
 72-82,0,0,8.97,0,271.58,0.51,0,57.37,130.26,61.11,9.01,55.86,0,1.92,21.35,28.48,0,19.42,4.58,0,97.92,15.84,2.39,0,121.97,0,17.64,6.49,0,11.78,116.68,0,0,1.99,0,13.89,26.12,0,54.31,0,16.15
 84-94,0,0,11.04,0,417.25,6.95,0.78,33.95,158.94,52.01,13.5,85.91,1.24,0.85,17.76,32.51,1.85,21.35,2.29,0.96,118.24,30.16,3.25,1.42,75.69,1.8,23.78,5.76,0,7.07,279.97,0,0,1.85,0,0.98,56.45,0,31.33,3.64,14.07
 96-106,0,0,18.19,0,381.12,7.66,0,19.44,147.24,20.75,13.25,115.97,1.32,5.82,34.81,32.53,6.3,24.87,2.16,0,108.04,14.02,5.37,0.7,55,0,51.49,8.05,0,5.55,222.3,0,0,1.33,0,1.5,85.07,0.78,46.77,0,18.35
108-118,4.45,0,9.35,0.99,315.84,0,4.57,10.61,154.33,25.13,5.26,100.27,0,0.93,22.72,40.94,4.43,18.29,3.14,1.61,101.49,19.53,4.23,1.85,77.48,0.46,17.99,10.6,0,10.11,152.83,0,0,1.68,0,0,65.53,0,70.35,0.72,0.6
120,0,0,8.68,0,214.12,9.78,2.68,6.4,149.66,0,12.15,97.22,0,0,38.84,11.46,10.24,2.3,0,0,72.52,6.7,13.27,9.29,51.82,0,17.45,14.03,0,0,122.05,0,0,0,0,1.95,23.51,0,22.85,11.16,2.34
