stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,36.68,521.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.06,0,0,0,0,0,0,0,0,0,0,0
  5-6,87.07,1240.37,0,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.24,7.94,0,0,17.55,0,55.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,37.29,47.25,0,77.24,0,6.96,0,117.31,0,0,0,0,0,28.65,0,0,0,0,0,0,0,0,0,0,0,1366.33,55.86,0,0,453.23,0,6.96,10.97,0,0,0,0,0,0,0,0,0,0
 10-12,0,48.87,0,65.94,0,4.95,0,102.84,0,0,0,0,0,33.5,0,0,0,0,0,0,0,0,0,0,0,1032.34,89.18,0,0,558.72,0,0,0,0,60.18,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,12.1,0,0,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0,0,4.98,39.19,0.99,0,0,3.11,0,1.67,0,7.33,0,0,2.56,22.49,0,0,0,0,0
 24-34,0,0,0,0,3.46,0.6,0,11.07,0.68,0,0,0,0,0,0,2.11,2.25,0,2.18,0,0,9.26,0,0,3.32,142.89,1.75,0,2.77,0,0,4.36,0,0,0.64,0,4.98,20.73,0,0,0,0,0
 36-46,0,0,0,0,7,0,0,15.41,4.49,0,0,3.51,0,0,0,2.77,0,0,1.36,0,4.5,3.82,0,0,0.55,140.08,2.43,1.8,7.32,0,0,22.23,0,0,0,0,0,15.35,0,0,4.82,0,0
 48-58,0,0,0,0,4.95,0,0,63.76,0,0,0,14.03,0,0,0,0,0,0,0.74,0,0,13.77,0,0,3.69,149.44,0,1.9,0,0,0,13.2,0,0,0,0,0,20.11,0,0,0.39,0,0
 60-70,0,0,0,0,2.97,0,0,98.43,1.9,3.19,0,7.92,3.6,0,0,0,1.08,0,0,2.66,0,33.07,2.49,0.85,0.98,153.07,7.64,0,0,0,0,5.74,0,0,9.83,2.57,0,21.18,0,0,3.28,0,5.6
 72-82,0,0,0,0,8.91,1.05,1.16,68.55,6.23,2.63,2.62,14.08,0,0,1.02,0.59,1.39,0.57,0,0,0,36.08,0,0,1.47,128.04,0,0.74,0.54,0,0,9.32,0,0,0,0,0,18.54,1.33,0,9.02,3.61,1.16
 84-94,0,0,0,0,6.65,1.07,0,38.49,0,3.29,0,10.12,2.31,0,1.31,0.69,2.4,0,0,2.25,0,16.37,0,0,0.86,61.18,1.05,0,0,0,0,1.54,0,0,0,0,0,0.73,0,1.23,1.2,2.06,0
 96-106,0,0,0.81,0,0.76,1.19,0,52.96,0,0.56,2.81,8.2,0,0,0,2.61,1.74,0,0,0.93,0,11.63,0,0,0.84,40.24,0,0,0,0,0,1.36,0,0,0,0.64,0,0.58,0,1.27,0,0,3.54
108-118,0,0,0,0,3.8,2.47,1.07,35.99,0.54,0.44,0,8.39,1.57,0,1.52,8.91,2.34,0,0,0.92,0,38.89,7.46,1.29,0,78.05,0,0.46,1.44,0,2.05,3.03,0,0,0,1.08,0,2.9,2.63,1.77,0,0,0
120,0,0,0,0,24.69,5.25,3.69,57.68,0,6.49,0,3.92,2.67,0,0,0,0,0,0,0,0,32.09,16.75,5.31,2.71,169.87,0,0,10.49,0,0,8.67,0,0,0,0,0,0,0,0,2.64,0,0
