stage,epidermis,gut,mesenchyme,muscle,neural,periderm,somites,spinal.cord
 14-21,0,0,0,0,1.08,0,0.84,0
 24-34,0,0,0,0,8.44,0,0,0.68
 36-46,0,0,0,1.22,0.77,1.63,0,0.56
 48-58,0,0,0.41,0,0,0,0,0
 60-70,0,0,0,0,0,0.68,0,0
 72-82,0,0,2.41,0,1.49,0,0,0
 84-94,0,2.96,0.9,0,0,0,0,0
 96-106,0,2.9,0,0,0,0.71,0,0
108-118,4.26,0.75,1.93,0,0,0.43,0,0
120,0,3.48,0,0,0,5.73,0,0
