stage,epidermis,eye,fast.muscle,mucous,neural,paraxial.mesoderm,periderm,spinal.cord
  7-9,0,0,0,0,4.8,0,0,0
 10-12,0,0,0,0,0,10.3,0,0
 24-34,0,0,0,0,0.69,0,0,0
 36-46,0,0,0,0,0.72,0,0,0
 48-58,0,0,0,0,5.58,0,0.47,0.84
 60-70,0,0,0,0,0,0,3.61,0
 84-94,0,9.51,0,0,0,0,9.69,0
 96-106,0,3.28,0,0,1.97,0,7.41,0
108-118,1.03,1.55,0.78,0,2.55,0,6.78,0
120,0,0,0,2.05,0,0,18.17,0
