stage,epidermis,eye,fin_epithelia,ionocyte,mesenchyme,mucous,muscle,neural,notochord,periderm,spinal_cord
 14-21,0,0,0,0,0,0,0,0,0,48.88,0
 24-34,0,0,0,0,4.83,0,0,0,0,83.17,0
 36-46,0,0,0,0,0,0,1.1,0,0,71.14,1.15
 48-58,0,0.39,1.77,0,0,0,0,0,0,41.5,0
 60-70,0,0,0,0,0,0,0,0,0,22.12,0
 72-82,0,0,0,0,0,0,0,0,0.66,33.26,0
 84-94,0,0,0,0,0.74,0,0,0,0,71.11,0
 96-106,0,0,0,1.7,0,1.75,0,0.59,0,38.7,0
108-118,0,0,0.56,0.43,0,0,0,2.93,0,51.39,0
120,1.32,0,0,0,0,0,0,0,0,22.59,0
