stage,epidermis,eye,melanocytes,mucous,neural,periderm,spinal_cord
 48-58,1.63,0,0,0,0,0,0
 60-70,0.65,0,0,0,1,4.34,0
 72-82,0.58,1.73,0,0,0,5.91,0
 84-94,5.76,0,2.47,0,0,5.31,0
 96-106,6.33,0,0,1.11,0,12.72,0
108-118,7.16,0,0,0,0,9.44,0
120,1.49,0,0,0,0,16.97,1.64
