stage,axial,blastomeres,eye,mesenchyme,neural,spinal_cord
  3-4,0,50.16,0,0,0,0
  5-6,0,25.19,0,0,0,0
  7-9,5.09,0,0,0,0,0
 14-21,0,0,0,0,0,0.98
 36-46,0,0,0,0.66,0,1.51
 48-58,0,0,0.59,0.52,0,5.68
 60-70,0,0,1.03,0.67,3.98,0
 72-82,0,0,0.67,0,2.29,0
 96-106,0,0,0,0,2.55,0
108-118,0,0,0,1.66,0,0
