stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,577.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.98,0,0,0,0,0,0,0,0,0,0
  5-6,0,494.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.21,0,0,0,0,0,0,0,0,0,0
  7-9,0,10.85,0,8.03,0,0,0,30.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.42,9.67,0,0,69.02,0,0,27.2,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,17.23,0,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.26,0,0,0,34.45,0,0,0,0,14.99,0,0,0,0,0,0,0
 14-21,0.89,0,0.82,26.76,293.93,26.92,0,23.75,0,0,0,5.89,26.67,0,1.11,24.04,16.24,0,0,0,0,225.36,0.86,0,206.19,211.54,7.05,0,4.98,2.14,0,0,2.81,24.66,0,84.15,65.34,0,0,19.3,0,0
 24-34,0,0,0.66,35.06,194.85,5.11,0,26.83,0,0.66,1.32,1.47,25.78,0,6.54,139.24,0,7.32,2.18,3.47,0,1079.48,0.98,0.89,400.8,191.14,8.97,7.59,12.92,0,0,3.08,1.06,0,1.87,11.83,58.49,0,0,157.26,0,0
 36-46,0,0,0,0,146.11,0,0,20.19,0,22.78,21.34,4.19,14.25,0,5.03,174.39,0,3.06,4.88,24.68,0,2358.22,0,33.03,677.68,208.42,9.22,7.42,15.98,0,2.85,11.24,1.02,1.82,0,0,38.75,0,3.58,171.31,0.78,0
 48-58,1.73,0,0,0,143.64,4.53,0,48.24,1.2,35.17,54.64,11.6,4.66,3.95,9.96,221.01,0.55,5.36,4.13,3.1,3.73,2678.92,0.72,25.13,479.78,379.78,5.43,4.27,17.11,3.66,0.45,8.97,0,0,0.79,0,26.98,0,6.7,95.3,1.22,7.47
 60-70,1.61,0,0.7,0,131.65,13.34,0,112.82,0,70.15,107.88,33.17,4.78,0,13.96,346.02,1.12,0.77,6.29,10.87,0,5276,0,58.95,502.53,347.13,6.22,8.73,52.06,0,8.47,7.46,0,0,0.68,0,42.5,0,45.05,206.31,12.88,8.62
 72-82,0,0,0,0,118.04,12.8,0,286.8,3.4,33.89,217.44,42.9,13,0,24.94,300.71,4.23,6,10.44,1.61,0,6404.43,3.73,98.13,560.6,364.98,2.03,5.9,91.96,0,9.6,11.48,0,4.38,0,0,25.62,1.96,68.27,393.78,50.78,9.39
 84-94,0,0,2.36,0,203.44,0,0,329.15,9.13,66.2,169.19,36.88,3.75,0,19.3,398.76,6.38,6.52,7.92,7.25,0,5217.9,2.28,94.02,479.56,159.39,2.75,10.39,81.13,0,12.11,15.91,0,0,4.91,0,8.44,1.4,40.41,357.39,36.28,5.98
 96-106,0,0,0.95,0,225.99,18.15,6.43,254.17,5.48,99.16,144.25,71.78,16.69,0,39.43,473.09,14.44,5.95,26.12,7.64,0.71,5489.92,13.83,100.64,447.39,407.21,1.26,19.79,130.31,0,57.63,22.79,0,0,8.86,0,9.63,0.8,66.91,505.95,84.77,5.4
108-118,0,0,0.84,0.98,226.27,18.19,5.47,167.79,0.58,109.49,174.28,56,7.12,0,23.21,303.66,13.79,7.73,8.77,2.39,3.61,8187.44,6.33,148.37,505.75,470.26,4.16,13.82,139.36,0,33.02,20.73,0,0,0,0,9,3.48,56.37,487.42,54.19,0
120,0,0,0,0,109.11,5.19,0,122.73,0,52.91,130.36,56.86,12.09,0,24.32,314.22,4.51,0,13.54,26.21,0,3916.15,4.59,52.98,224.15,280.09,5.97,9.44,64.75,0,0,10.19,0,0,0,0,2.39,4.63,78.07,263.52,64.46,16.56
