stage,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,glial,gut,heart,liver,mesenchyme,mural.cell,muscle,neural,periderm,pronephros,visceral.smooth.muscle
 36-46,0,0,0,2.52,0,0.98,0,0,0,0,0,0,0,0,0,0
 48-58,0,0,0,3.82,0,0,0,0,0,0,0,0,1.65,0,0,0
 60-70,0,0,0,65.93,0,0,0,0,0,0,0,0,9.11,0,3.07,0
 72-82,0,9.75,0,50.32,0,1.08,0,0,0,3.74,0,0.54,6.57,2.97,15.97,0
 84-94,0.75,9.45,0,44.84,0,3.12,0,0,3.72,0,5.51,0,0.89,0,105.11,0
 96-106,0,10.64,0.97,31.88,0,2.22,0,0,0,1.21,0,0.87,11.62,0,181.66,0
108-118,0.6,10.33,0,22.75,0.44,1.79,0,1.54,2.49,1.66,0,0,4.07,3.55,202.23,0
120,0,1.83,0,39.64,0,8.28,5.74,0,3.84,2.76,0,0,0,0,161.37,2.27
