stage,blastomeres,epidermis,erythrocytes,fin_mesenchyme,iridophores,mesenchyme,neural,olfactory,otic,periderm,spinal_cord
  5-6,19.05,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,3.95,0,0.87,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,3.82,3.04,0,0,0.74
 36-46,0,0,0,0,0,0,0,1.55,0,0,0
 48-58,0,0,0,0.4,0,0,0.44,0.62,0,0.77,1.67
 60-70,0,0,0,0,0,0,2.41,2.85,0,0,1.13
 72-82,0,0.61,0,0,0,0,0,0,0,0,0
 84-94,0,0,0,0,0,0.65,3.34,1.9,1.75,0.84,0
 96-106,0,0,0,0,0,0,0,7.41,0,0,0
108-118,0,0,0,0,0,0,0,0,0,2.38,0
