stage,axial,erythrocytes,eye,immune,mesenchyme,mural.cell,muscle,neural,notochord,vasculature,visceral.smooth.muscle
  5-6,8.67,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,4.19,0,0,0
 10-12,0,0,0,0,0,0,0,4.54,3.15,0,0
 14-21,0,0,0,0,0,0,4.51,0,0,0,0
 24-34,0,0,0.65,5.05,0,0,0,0,0,0,0
 72-82,0,0,0,6.86,0,0,0,3.43,0,0,0
 84-94,0,2.12,0,3.47,0,0,0,0,0,0,0
 96-106,0,0,0,19.59,0,0,0,0,0,0,0
108-118,0,0,0,16.52,0.43,2.22,0,0,0,1.42,0
120,0,0,0,31.73,0,0,0,0,0,0,8.85
