stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,324.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,21.13,240.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.87,18.96,0,8.13,0,0,0,142.37,0,0,0,0,0,10.08,0,0,0,0,0,0,0,0,0,0,0,477.14,9.68,0,0,109.15,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,19.41,0,25.36,0,0,0,119.61,0,0,0,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,386.36,0,0,0,87.17,0,0,4.56,16.22,0,0,0,0,0,0,0,0
 14-21,0,0,2.6,0.9,11.26,1.66,0,10.13,0,0,0,1.22,0,0,0,0,1.63,0,0,0,0,5.35,0,0,3.76,72.3,1.39,0,0,0,0,0,12.52,1,0,7.72,32.52,0,0,0,0,0
 24-34,0,0,0.8,0,2.57,0,0,32.16,0,0,0.64,1.48,0.73,0,2.69,0,1.03,0,0,0,0,5.53,0,0,7.48,154.19,1.25,2.73,3.47,0,0,7.89,0,5.73,0.63,1.45,26.2,0,0,4.33,0,0
 36-46,0,0,0,0,0,4.05,0,64.77,1.68,0,0,11.24,0,0,0.88,0,2.49,0,0,4.9,0,13.27,0,0,3.69,246.17,0,3.89,6.59,0,0,6.07,0,6.1,0,0,43.84,0,0,0.57,0,0
 48-58,0,0,0,0,1.04,0.91,0,85.97,0.97,0,7.72,17.02,0,0,2.17,0,0,0.39,2.34,0.41,0.59,28.42,0,0,12.58,195.14,3.15,2.66,0.46,0,0,4.79,0,0,0.46,0,29.63,0,0,4.67,0,2.1
 60-70,0.81,0,0,0,2.29,4.33,0,335.58,0,0,2.16,23.63,4.04,7.14,0,0,5.54,3.46,0.69,1.73,0,33.63,0.9,1.7,2.67,348.31,3.49,6.02,0,0,0,14.08,0,4.97,0,0,44.03,1.72,0,3.17,0,0
 72-82,0,0,0.98,0,9.75,21.36,0,282.61,0,0,5.68,39.02,0.93,0.6,1.95,1.27,0,0.75,1.63,0,0,45.85,1.8,0.68,4.2,274.32,1.46,2.25,4.48,0,0,7.94,0,0,0,0,31.55,2,1.16,8.04,2.02,18.91
 84-94,0,0,0,0,5.11,18.87,1.24,258.36,0.76,0,1.38,26.66,3.28,1.66,1.78,1.76,2.29,1.58,0.78,1.49,6.72,55.34,2.05,7.07,0.66,181.07,0,5.06,6.02,0,0,10.88,0,3.55,1.3,0,33.72,1.27,0.71,2.71,2.31,0.89
 96-106,0,0,0,0,10.45,17.78,0,174.44,1.23,0.61,0.93,20.85,1.86,0,3.19,0.89,1.56,1.37,1.64,1.45,0,42.46,8.25,1.36,3.12,155.71,2.17,3.1,6.73,0,1.57,23.2,0,0.73,0,0,27.56,3.22,2.24,6.22,2.85,6.29
108-118,0,0,0,0,27.68,15.01,0,142.46,0,0.43,1.54,42.09,7.89,0,0,0.87,1.83,0.43,0,1.42,0,68.19,1.96,2.36,7.04,274.54,2.07,3.26,0.51,0,3.64,8.02,0,0.41,0,0,13.97,1.56,1.35,8.12,3.34,7.9
120,0,0,4.75,1.28,3.9,3.14,1.14,111.39,0,4.34,4.91,13.33,0,0,0,1.7,0,0,0,0,1.79,84.53,0,0,3.71,332.45,1.42,0,0,0,0,3.23,0,0,0,0,11.49,0,0,14.94,2.01,0
