stage,blastomeres,epidermis,erythrocytes,eye,glial,mesenchyme,neural,otic,periderm,taste
  3-4,20.03,0,0,0,0,0,0,0,0,0
 10-12,9.08,0,0,0,0,0,0,0,0,0
 72-82,0,0.59,0,0,0,0,0,0,0,6.17
 84-94,0,3.68,2.92,0,0,0,0,0,0,25.93
 96-106,0,1.84,3.96,0,0,0,0,0,1.89,71.76
108-118,0,2.09,0,2.86,1.29,4.89,0,0.51,0,100.18
120,0,0,0,0,0,0,3.37,0,0,42.52
