stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,216.8,3935.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9,0,0,0,0,0,0,0,0,0,0,0
  5-6,139.25,2430.14,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.52,7.03,0,0,12.73,0,17.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,20.64,0,0,30.01,0,0,0,59.68,0,0,0,0,0,24.17,0,0,0,0,0,0,0,0,0,0,0,585.84,52.95,0,0,176.9,0,0,10.39,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,25.47,0,0,0,12.63,0,0,0,0,0,9.66,0,0,0,0,0,0,0,0,0,0,0,355.22,7.92,0,0,80.05,0,0,17.58,0,0,0,0,3.28,0,0,0,0,0
 14-21,0,0,0,2.24,36.08,9.06,0,12.86,0,0,0,0,0,9.91,0.92,0,1.08,0,0,45.52,2.23,15.82,0,0,11.05,69.16,11.7,0,1.99,2.19,0,1.21,1.23,21.92,14.62,0,12.32,15.39,0,0,0.98,0,0.91
 24-34,0,0,1.63,3.25,8.33,0,0,25.22,0,3.12,0,2.95,2.74,0,0.67,3.82,3.58,2.07,0,32.3,4.63,17.87,0,0,8.8,132.24,14.19,2.06,2.75,0,0,7.99,0,0,11.04,1.74,8.75,14.7,0,0,17.62,0,4.31
 36-46,0,0,0.99,0.84,2.5,0,0,10.21,0,0,0.89,3.08,2.26,0,0,4.01,0,1.36,0,8.3,6.58,16.41,1.78,0,3.7,117.7,2.76,0,0.58,0,0,16.78,0,0,22.56,0,0,21.1,0,0,6.9,0,4.82
 48-58,0,0,1.05,0,4.37,0,0,30.89,0,0,0.87,9.64,1.69,0,0.53,15.2,0,2.4,0.38,2.14,7.46,27.66,0,1.59,6.01,202.26,0,0,2.18,0,0,10.65,0,0,2.92,0,0,25.65,0,0,11.63,0,12.62
 60-70,0,0,0.89,0,5.04,0,0,116.78,0.97,0,0.86,10.29,2.04,0.66,0,21.03,0,1.48,0,16.81,13.99,43.89,1.14,0,0.82,252.85,0,1.03,3.87,0,0,4.29,0,0,14.24,0,0,24.27,0,0,1.73,0,4.75
 72-82,0,0,0.56,0,0.75,5.34,0,117.36,0,0,0.62,25.31,7.38,0.52,0.58,11.97,0,1.48,0,12.78,2.85,53.78,0,0,0.53,320.12,1.63,1.33,3.15,0,0.71,2.33,0,0,4.01,0,0,44.06,0,2.52,5.44,1.49,16.14
 84-94,0,0,1.4,0,3.37,3.49,3.82,121.91,0,1.31,4.11,11.61,10.52,0,4.75,23.32,1.78,6.81,0.61,8.03,0,46.33,0,1.69,7.92,205.25,1.28,0.63,0.86,0,0,14.75,0,0,20.35,0,0,21.14,2.92,0,11.62,0,3.72
 96-106,0,0,2.74,0,8.34,0.67,1.27,113.77,1.02,6.47,12.5,28.55,17.33,0,0.87,8.7,5.14,0.94,1.88,2.82,0,41.94,1.74,2.52,3.52,246.28,0.79,1.03,6.54,0,0.99,1.26,0,0,14.89,0,0,13.96,0,0,8.54,2.78,1.59
108-118,0,0,0,0,12.97,4.37,4.91,147.64,0,0.67,1.02,21.25,17.49,0,0,18.06,13.28,5.26,1.43,6.4,2.18,48.91,2.75,0,5.97,381.78,1.54,0.48,7.86,0,1.84,3.54,0,0,7.84,0,0,19.26,0,0,6.82,0.73,9.88
120,0,0,0,0,13.1,2.03,1.71,120.4,0,0,8.3,17.54,25.54,0,6.72,35.95,0,17.88,0,1.28,1.55,51.88,0,0,12.53,384.24,1.18,1.99,1.86,0,0,4.15,0,0,26.21,0,0,1.53,0,0,2.39,9.78,5.18
