stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.46,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,21.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.24,0,0,0,22.45,0,3.5,0,0,0,0,0,0,0,0,0,0
 10-12,14.8,0,17.09,0,11.94,0,43.36,0,0,0,0,0,5.49,0,0,0,0,0,7.47,0,0,0,0,0,171.48,18.03,0,0,130.96,0,0,0,0,0,10.59,0,0,0,0,0,0
 14-21,0,2.44,0.8,129.48,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,2.89,101.52,1.16,4.61,0,0,0,11.65,2.59,18.99,0,1.4,204.84,0,0,0,0,0
 24-34,0,5.04,0,51.25,0,0,6.75,0,0,0,19.48,0,0,0,0,0,0,0,0,14.27,6.42,0,0,2.81,1194.74,8.88,56.44,8.99,0,0,28.41,0,0,0,2.75,533.84,0,0,2.51,0,0.78
 36-46,0,10.17,0,26.2,0,0,75.04,0,1.39,0,7.15,0,0,0,0,0,0,6.69,0,12.64,20.69,0,0,2.94,3918.08,16.62,113.62,4.31,0,0,19.93,0,0,0,0,888.55,0,0,1.54,0,0
 48-58,0,2.23,0,21.49,0,0,333.11,0,0,0.99,23.61,0,0,0.9,1.43,6.97,0,2.4,0.41,6.81,44.33,2.25,0,4.3,4590.45,2.68,79.39,19.7,0,0,16.49,0,0.42,0,0,896.29,0,0,0.96,0,0
 60-70,0,7.6,0,19.4,1.64,0,1615.03,0,0,1.57,70.6,1.87,0,1.17,0,0,8.02,4.7,0,0,92.13,0,12.9,10.02,7889.56,0.66,66.5,21.11,0,0,18.59,0,3.5,0,0,1264.29,0,0,8.19,1.46,2.33
 72-82,0,17.53,0,42.41,14.78,0,3104.94,0,0,3.39,94.65,11.88,0,0,6.67,0,7.5,4.14,0,2.32,60.09,0,9.97,4.93,7549.97,6.15,105.68,18.84,0,0,4.53,0,0,0,0,902.86,2.3,1.14,10.07,3.06,27.31
 84-94,0,10.59,0,44.24,19.04,0,2932.46,0.56,11.43,9.71,61.46,10.96,0,1.02,4.3,4.64,1.93,5.89,0,0.91,71.43,0,0.6,6.55,5449.61,0.62,126.15,33.89,0,0,25.38,0,2.8,0,0,581.51,2.01,4.66,8.81,0.63,17.98
 96-106,0,11.62,0,31.14,39.34,0,2821.27,1.72,2,2.57,81.1,23.62,0,0,5.06,1.97,0,15.23,0,0,59.54,3.81,2.46,16.47,4246.54,1.22,130.41,41.72,0,1.11,12.7,0,1.75,2.61,0,291,3.72,0.88,0.69,0.96,20.29
108-118,0,5.73,0,45.7,1.89,2.51,3188.97,0.56,3.12,2.1,107.98,10.03,0,3.23,0,0,0.42,6.46,0,0,70.75,0,4.15,6.56,5273.33,2.22,106.31,27.68,0,0,16.54,0,0,0,0,168.12,7.28,0,7.76,1.03,6.81
120,0,21.31,0,66.02,5.57,3.69,3437.62,1.51,10.73,0,199.72,23.83,0,0,11.43,0,17.92,11.88,25.66,1.6,142.8,0,2.13,1.44,9568.54,2.26,183.8,75.7,0,3.68,10.88,0,1.62,0,0,432.09,1.37,7.86,17.04,0,0
