stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,1.81,0,24.73,2124.76,35.54,0,41.82,0,8.13,0,27.88,41.63,29.11,6.39,0,16.08,0,1.68,0,1.92,582.38,3.01,0,602.75,751.19,561.1,1.77,62.68,21.4,0,9.18,1.84,280.98,23.02,84.35,494.02,428.49,0,0,20.61,0,0
 24-34,4.02,2.06,5.95,489.45,2.94,0,119.85,0.81,40.38,27.56,49.71,17.41,1.87,5.83,4.15,12.74,0,7.9,8.14,8.12,913.77,11.44,0,726.31,1475.64,273.85,20.27,38.42,0,1.14,51.9,0,11,12.01,4.59,123,401.29,0,0,113.22,0,13.97
 36-46,0,1.89,0,143.02,0.57,0,191.78,1.94,34.26,111.74,79.8,3.18,0,9.16,14.35,1.37,1.36,8.15,0,16.94,866.97,7.44,5.37,386.53,1117.23,162.69,24.2,40.97,0,0,91.03,0.65,13.6,11.2,0.7,0.96,323.83,0,0.62,32.69,0,24.39
 48-58,0,0.4,0,81.57,1.58,0,237.55,2.26,42.02,80.68,120.59,1.99,0,6.92,6.25,6.86,12.22,5.99,5.18,4.45,1138.76,8.9,11.88,184.65,668.2,89.56,9.23,57.95,13.27,2.15,37.12,0,0,4.01,2.45,0,177.46,0,2.06,19.33,0,48.13
 60-70,0,0.62,0,75.06,0,0,330.96,3.22,27.96,70.52,110.31,13.26,0,2.97,11.27,0.71,6.69,5.19,6.78,0,1548.48,7.71,15.87,76.56,535.71,26.84,4.19,49.44,0,0,12.85,0,0,12.42,0,0,61.63,0,9.16,25.28,4.46,12.59
 72-82,0,7.99,0,36.71,13.26,1.11,274.91,1.26,14.25,78.58,104.09,68.07,0,5.42,6.04,2.56,6.41,16.39,14.46,0.57,1518.36,13.16,19.82,69.26,390.53,9.13,5.66,45.34,0,8.94,17.65,0,0,4.11,0.53,0,32.34,1.24,14.94,28.14,15.23,30.03
 84-94,0,2.83,0,69.18,15.28,4.52,204.67,0.73,20.88,52.76,56.73,139.06,0,6.18,26.07,3.62,6.8,10.92,44.84,4.75,1343.09,3.43,40.82,45.09,251.58,13.69,7.96,53.81,0,4.76,9.56,0,0,6.75,0.63,0,32.2,2.63,16.58,31.78,17.03,12.78
 96-106,0,8.1,0,47.89,13.54,1.15,178.11,0.93,3.17,54.18,99.76,276.77,1.06,13.08,10.44,3.98,15.79,25.35,96.18,0.68,674.7,4.68,22.92,39.99,318.81,5.7,17.28,53.13,0,9.99,17.44,1.35,0,2.22,0,0,18.4,5.33,10.04,36.34,21.69,12.28
108-118,0,11.19,0.61,62.38,7.63,11.68,171.43,0,10.71,26.71,88.05,285.44,0,5.57,25.62,4.22,12.12,14.43,52.41,4.73,579.12,0.44,23.3,44.15,400.51,5.7,10.07,33.72,8.11,5.06,7.93,0,0,9.12,0.51,0,24.55,3.97,14.7,36.28,7.72,4.36
120,1.12,3.01,0,41.71,4.89,1.61,115.08,0,7.03,25.04,47.77,145.67,0,13.21,17.37,8.03,16.62,7.79,47.84,7.72,314.53,0,31.85,24.51,311.94,1.93,12.45,23.49,0,2.03,12.82,0,0,7.72,0,0,10.72,9.28,3.12,19.24,4.69,0
