stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,25.66,576.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.65,0,0,0,0,0,0,0,0,0,0
  5-6,17.81,201.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.34,0,4.89,0,0,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.19,4.46,0,0,8,0,0,12.95,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,106.81,0,0,0,9.31,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2.43,3.44,4.59,0.83,7.69,0,0,0,0,0,5.16,0,0,0,0,0,0,0,10.39,0,0,5.76,163.9,4.06,0,0,0,0,1.01,0,2.23,0,1.85,49.32,0,0,2.8,0,2.21
 24-34,0,0,3.03,0,5.31,4.76,24.98,0,0.63,0,1.94,0,5.29,0.82,0,0.79,0,0.91,0,0,35.04,0,0,6.03,459.83,0,24.7,7.24,0,0,0.98,0,0,0,1.52,128.45,0,0,18.34,0,70.9
 36-46,0,0,1.72,0,0,6.7,36.68,0,0,0.62,5.01,0,0,0,0,0,0,0,8.5,0,22.89,14.52,0.8,3.79,456.45,0,69.34,7.86,0,0,0,0,0,0,0,158.88,0,0,3.79,0,196.09
 48-58,0,0,1.34,0.86,4.42,1.1,64.67,0.78,0,6.13,11.33,0,4.79,0.45,0,0,5.36,1.01,1.84,13.82,24,0,0.41,4.94,502.19,0.39,47.11,7.06,0,0,0,0,0,0,0,129.45,0,0,1.26,0,344.14
 60-70,0,0,1.27,1.19,5.05,1.35,510.32,0,0,6.68,32.75,0.91,2.2,0,0,0,3.09,3.2,0,36.17,37.33,0,0.89,2.17,747.02,0,45.78,14.68,0,0,1.26,0,0,0,0,208.1,0,4.49,4.68,0,831.55
 72-82,0,0,9.18,1.76,15.13,48.11,1044.96,0,0,3.48,76.65,7.64,1.18,2.15,0,0,50.4,1.37,5.32,23.74,74.14,7.12,0.78,8.54,851.59,0,64.3,24.85,0,1.4,1.78,0,0,0,0,151.04,8.79,0.87,21.8,0.61,968.52
 84-94,0,0,7.71,4.08,9.25,74.07,1030.42,0,1.31,5.7,62.06,6.53,0,0.78,0,0,56.59,5.56,0,39.24,60.86,0,4.67,5.71,638.55,0,62.03,21.48,0,0,0,0,0,1.11,0,83.74,5.5,0.84,10.2,4.03,798.34
 96-106,0,0,8.94,0,12.53,84.86,1317.41,0.95,13.47,1.66,130.01,8.87,0,0,2.4,2.56,102.39,13.87,36.78,11.06,117.45,0,5.58,3.51,692.84,1.16,90.63,31.63,0,1.6,10.07,2.06,0,0,0,86.08,7.86,3.14,14.67,6.41,856.44
108-118,0,0,6.15,2.3,32.9,19.32,1229.26,0.67,2.9,4.44,101.95,5.57,0,3.9,0,0.65,178.75,4.66,1.91,25.74,110.49,0,13.5,8.46,923.62,0.94,59.04,34.88,0,6.2,2.44,0,0,0.94,0,77.85,17.35,0,23.52,0.57,590.46
120,0,0,21.06,0,41.88,11.96,796.59,0,2.25,6.68,212.07,49.84,0,13.06,2.5,0,98.21,16.38,4.99,5.04,184.36,2.21,17.63,7.85,1593.73,4.01,108.48,52.57,0,0,1.43,0,0,1.04,0,91.67,21.52,0,30.89,7.07,264.96
