stage,epidermis,eye,glial,ionocyte,lateral.line,mesenchyme,neural,olfactory,spinal.cord,vasculature,visceral.smooth.muscle
 24-34,0,0.62,0,0,0,0,1.64,0,3.19,0.9,0
 36-46,0,0.61,0,0,0,0,5.06,0,2.76,1.33,0
 48-58,0,0,0,0,0,0,2.41,1.22,1.49,0,0
 60-70,0,2.43,0,0,0,0,9.92,0,0,0.96,0
 72-82,0,4.62,0,0.5,0,0.59,5.22,0,0,6.39,0
 84-94,1.96,5.8,0,0.86,0,0.92,4.94,1.05,0,0.97,0
 96-106,0,3.5,8.77,0,0,0,3.43,0,0,0,0.8
108-118,0,0.92,1.35,0,0,0,3.82,0,0,1.47,0
120,0,4.31,0,0,1.74,16.75,19.41,0,0,0,0
