stage,immune,mesenchyme,neural,paraxial_mesoderm,periderm,vasculature
  7-9,0,0,3.78,0,0,0
 10-12,0,0,5.41,6.48,0,0
 24-34,7.99,0,0,0,0,0
 36-46,6.15,0,0,0,0,0
 48-58,14.87,0,0,0,0,0
 60-70,6.78,0,0,0,0,0
 72-82,11.51,0.67,0,0,0,0
 84-94,15.69,0,0,0,0,0
 96-106,16.28,0,1.14,0,1.67,0.66
108-118,19.66,0.89,0,0,0,0.49
120,36.03,0,0,0,0,0
