stage,epidermis,eye,mesenchyme,muscle,neural,paraxial_mesoderm,pronephros,somites,spinal_cord,vasculature
  7-9,0,0,0,0,4.77,0,0,0,0,0
 10-12,0,0,0,0,10.96,7.54,0,0,0,0
 14-21,1.05,0,0.92,1.18,0,0,0,0,0,0
 24-34,1.4,0,1.33,0,0,0,0,0.84,0.73,1.38
 36-46,0,0,0.64,0,9.86,0,0,0,0,0
 48-58,0,0,0,0.67,0,0,0,0,0,0
 60-70,0,2.59,1.05,0,0,0,0,0,0,0
 72-82,0,0,0,0.66,0,0,0,0,0,0
108-118,0,0,0,0,0,0,0.54,0,0,0
120,0,3.67,5.97,0,0,0,0,0,0,0
