stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,85.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.56,26.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,10.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.11,7.1,0,0,13.66,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.26,3.95,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2.65,0,5.97,0,0,4.19,0,0,0,0.9,0,0,0,0,0,0,0,0,0,1.12,0,0,2.27,225.76,0,4.93,0,0,0,1.29,1.06,0,1.22,3.16,218.04,0,0,0.97,0,0
 24-34,0,0,9.14,0.73,4.69,0.89,0,43.35,0,0,0,9.35,0,3.09,2.02,0,0,0,0,1.3,0,2.79,0,0,6.02,2497.44,0,65.53,11.28,0,0,0.83,0,0,0,0,882.16,0,0,13.3,0,0
 36-46,0,0,0.99,0,16.39,0,0,159.87,0,7.51,0,31.14,0,0,1.77,1.03,0,0,0,0,1.24,18.28,0,0,1.62,6914.37,0,88.98,5.91,0,0,4.03,0,0,0,0,1827.82,0,0,3.1,0,4.99
 48-58,0,0,0.54,0,39.55,0.65,0,742.89,0.51,0,0.98,178.74,0,0.93,0.86,0,0.49,4.16,0,0,10.49,51.94,0,0,10.46,8969.64,6.06,34.82,7.3,0,0,4.73,0,0,0.89,0,1731.33,0,0.79,1.74,0,15.88
 60-70,0,0,2.76,0,16.48,0,0,4207.98,0,4.9,0.98,281.48,0,0,2.75,14.32,11.42,8,0.77,13.4,8.49,55.96,11.7,10.15,16.64,13334.02,1.36,40.54,29.39,0.81,2.4,15.81,0,0,1.01,0,2174.53,0,6.09,2.54,0.87,33.25
 72-82,0,0,11.81,0.75,48.55,39.48,0,6839.33,4.03,14.87,4.23,403.84,1.39,0.67,2.31,3.88,0,12.03,3.43,2.7,12.42,143.68,0.88,6.95,1.25,12286.15,0,66.4,28.9,0,0,26.03,0,0,0,0,1320.33,1.69,0.63,23.83,5.49,63.88
 84-94,0,0,8.73,0,81.28,25.68,0,6650.8,1.69,5.13,0,370.72,12.92,2.66,0,7.06,3.41,13.51,5.77,2.58,13.8,112.18,3.77,3.6,10.38,9439.05,1.35,88.88,59,0,1.01,18,0,1.1,0,0,1078.58,3.8,3.93,2.55,5.49,22.86
 96-106,0,0,2.47,0,73.63,36.82,2.1,6747.89,7.94,2.03,3.7,419.06,8.19,0,2.86,10.68,3.26,6.91,4.2,2.58,1.03,120.16,0,11.3,10.4,7764.93,0,111.53,50.37,0,0,29.39,0,0,1.79,0,424.78,0.72,3.23,12.54,5.99,31.92
108-118,0,0,2.1,0,98.73,4,8.5,5941.63,0,0.88,1.95,459.44,5.88,0,0.99,5.86,0.51,3.7,2.26,8.67,1.71,87.57,1.15,12.03,9.15,9985.25,1.49,77.44,51.18,0,0,12.77,0,1.48,0,0,379.33,3.96,4.56,6.57,7.49,3.48
120,0,0,6.58,0,102.98,17.95,0,6020.46,0,7.3,1.58,822,19.58,0,0,19.46,0,3.86,7.52,15.14,0,137.57,2.91,49.18,11.25,15122.47,8.19,75.5,99.06,0,0,19.56,0,1.02,3.26,0,550.06,0,0,18.06,8.42,0
