stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,24.29,279.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0
  5-6,21.79,199.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,4.53,0,0,0,8.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.44,0,0,0,7.79,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,19.38,0,15.91,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,111.87,0,0,0,26.79,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.07,3.6,13.38,3.83,0,3.21,0,2.17,0,3.16,1.05,2.71,1.99,0,6.62,0,0,33.16,0,1.83,0,0,2.23,70.26,1.58,8.74,1.65,0,0,4.81,3.71,23.15,0,2.05,52.15,0,0,1.12,0,0
 24-34,0,0,0.8,3.41,4.86,0,0,4.2,0,0.83,0,11.02,0,0.67,5.94,0,8.38,0,1.86,14.85,0,3.03,0.69,0.91,2.71,206,0,46.21,0.86,0,0,8.38,0,44.83,0,1.27,79.91,0,0,27.76,0,1.92
 36-46,0,0,0,0.56,1.19,0,0,5.93,0,4.23,0.57,6.04,0,0,1.32,0,20.39,0,0.77,5.1,2.94,11.59,0.95,1.26,0,382.79,0,21.54,6.96,0,0,20.56,1.61,12.07,0,0,84.06,0,0,3.44,0,0
 48-58,0,0,0,0,0.85,0,0,27.47,0,0.37,0.43,15.54,0.49,0.54,6.24,0,0.46,0,1.59,1.89,8.16,4.66,2.52,0,4.72,421.43,0,18.36,7.89,0,0,3.54,0,5.49,0,0,46.23,0,0,5.93,0,7.66
 60-70,0,0,0,0,2.38,0.57,0,206.34,0,4.21,0,11.61,0.72,3.35,5.48,0,1.45,0,0.56,3.5,8.81,20.39,3.09,0,0,471.57,0,29.24,1.16,0,11.55,10.49,0,26.8,0,0,64.64,1.62,0,4.95,0,2.71
 72-82,0,0,3.92,0,8.89,0,0,653.9,1.37,1.5,0.77,54.47,2.57,0.89,5.25,0,0,2.68,0.62,7.71,2.83,40.71,1.88,6.56,0,593.42,0.58,29.13,4.42,0,10.98,12.2,0,2.12,0.53,0,47.67,13.07,2.31,39,1.82,4.31
 84-94,0,0,9.61,0,6.67,1.45,0.6,642.7,0,0.56,0,30.3,11.81,0.71,17.63,0,3.97,0,0,8.25,5.55,12.57,6.68,0,1.43,381.56,2.45,36.4,7.84,0,0,13.96,0,8.57,0,0,23.38,22.23,3.09,6.02,3.44,3.76
 96-106,0,0,8.03,0,10.16,9.92,1.71,666.94,0.71,1,0,77.04,15.39,0,17.1,0.59,6.45,7.16,0.63,1.13,5.85,37.57,5.56,0,1.78,320.58,0,57.8,8.62,0,12.48,15.57,0,9.57,0,0,25.52,23.05,3.13,20.13,2.03,1.4
108-118,0,0,8.57,0,19.24,7.91,7.55,585.21,0,0.58,0.57,85.9,23.78,0,8.84,1.96,5.15,0.42,6.95,9.88,2.28,17.64,12.48,3.92,2.07,469.46,0.71,38.7,8.51,0,13.92,17.16,0,12.33,0,0,25.68,21.14,2.9,30.18,3.66,34.9
120,0,0,7.45,0,23.88,0,0,1003.57,0,3.9,2.48,107.54,11.38,0,13.31,0,2.56,0,2.11,7.61,0,34.75,13.39,0,13.46,880.56,0,49.12,4.62,0,25.08,6.8,0,7.39,0,0,39.62,10.35,1.52,8.32,0,12.45
