stage,epidermis,eye,glial,mesenchyme,neural,otic,paraxial.mesoderm,spinal.cord
  7-9,0,7.24,0,0,3.31,0,3.7,0
 10-12,0,0,0,0,11.69,0,0,0
 14-21,0,0,0,0,0,0,0,1.18
 24-34,0,0,0,0,9.91,0,0,0
 36-46,0,0.84,0.62,0,9.33,0,0,3.58
 48-58,0,0,0,0.48,16.62,1.22,0,6.68
 60-70,0,4.32,0,0,52.75,0,0,7.83
 72-82,0,7.59,0,0.62,47.2,0,0,12.16
 84-94,5.18,4.66,0,0,30.81,0,0,9.72
 96-106,0,7.54,0,0,10.3,0,0,0
108-118,0,4.49,0,0.73,30.23,0,0,3.97
120,0,0,9.86,0,50.25,0,0,10.16
