stage,eye,glial,gut,mesenchyme,neural,periderm,spinal.cord,vasculature
 14-21,0.8,0,0,0,1.93,0,0,0
 24-34,0,0,0,0,8.94,0,0,0
 36-46,0.81,0,0,0,5.67,0.78,0,0
 48-58,3.65,0.59,0,0,14.83,0,0,1.87
 60-70,0.65,0,0,0,6.74,0,1.7,0
 72-82,1.12,0.76,0,0.63,10.06,0,0,0
 84-94,1.49,0,0.94,0,0,0,1.59,0
 96-106,4.07,1.27,0,0,5.41,0,0,0
108-118,0.98,1,0,0,3.21,0,4.32,0
120,0,0,0,0,28.81,0,0,0
