stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.67,360.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.11,0,0,0,0,0,0,0,0,0,0,0
  5-6,13.89,283.04,0,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.79,13.19,0,0,0,0,0,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.04,0,0,0,24.39,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.54,9.6,0,0,43.7,0,0,0,0,0,0,0,4.47,0,0,0,0,0
 14-21,0,0,1.09,0.92,33,0.91,0,29.13,0,0,0,2.29,0,0,0,0,2.19,0,0,0,14.93,0,0,8.06,49.46,0,0,0,0,0,0,0,3.13,0.81,0,2.75,13.5,0,0,9.57,0,0
 24-34,0,0,0,2.11,19.34,10.08,0,155.28,0,0.63,0,4.11,2.38,0,0.86,0,1.01,1.49,0.82,0,51.97,0,0,20.18,173.95,0,53.59,0,0,0,0.85,0,0.93,0.78,0,1.44,38.8,0,0,58.74,0,0
 36-46,0,0,0,0,22.99,0,0,389.38,0,1.06,0.75,10.71,2.37,0,2.68,0,0,2.47,0,0,191.45,0,26.86,17.38,114.51,1.56,42.88,2.5,0,0,0,1.52,0,0,0,0,41.88,0,0,63.7,0,0
 48-58,0.58,0,0,0,38.72,3.49,0,562.49,0,0.62,5,23.59,0.96,0,2.06,0.85,1.38,3.13,0,1.88,276.6,0,100.58,19.73,154.26,1.94,19.59,0,0,0.39,5.2,0,0,0,0.46,0,13.52,0,5.94,32.77,0,0
 60-70,0,0,12.15,0,37.61,0,0,665.97,0,3.26,0.64,52.69,9.33,0,0.7,0,0.88,9.14,1.16,13.03,465.4,0,142.6,15,253.67,0,9.63,1.52,0,9.95,2.78,0,0,0,0,0,35.47,0,32.27,94.33,100.41,10.2
 72-82,0,0,27.49,0,51.35,7.72,1.16,267.54,1.33,3.73,12.69,131.31,36.83,0,10.25,0.49,1.16,1.36,0.74,62.93,1414.23,2.82,108.17,26.94,487.33,4.78,26.08,1.3,0,4.05,3.14,0,0,0,0,0,5.03,0.53,22.86,452.41,313.22,5.65
 84-94,0,0,20.85,0,101.35,4.16,0.76,515.63,0,11.43,17.42,81.68,32.41,0,4.86,3.14,5.06,5.15,0.81,227.33,1015,0.65,153.82,15.1,338,0,20.56,3.01,0,0,6.74,0,0,1.25,1.18,0,20.25,6.93,81.3,306.58,227.71,7.53
 96-106,0,0,24.56,0,196.15,20.65,0,495.48,0.93,15.39,5.5,226.84,64.22,0,10.47,1.14,3.26,6,2.01,512.37,1130.04,8.65,97.31,51.1,413.65,2.19,51.32,0.86,0,40.06,17.41,1.35,0,4.59,0.6,0,16.69,5,27.8,433.2,197.13,14.44
108-118,0,0,16.07,0,233.05,10.24,0,426.83,8.24,15.01,9.15,452.48,64.45,0,12.53,0.41,6.71,4.25,4.15,897.84,1772.17,7.82,48.3,65.14,537.9,1.4,34.85,0,0,171.22,4.51,0,0,2.07,0.59,0,13.77,9.39,15.35,358.56,405.4,0.97
120,1.12,0,19.35,0,170.54,7.89,0,223.62,0,11.66,19.55,291.23,65.94,5.2,5.38,3.53,1.41,0,3.8,469.36,1627.72,3.95,171.88,35.38,319.52,11.82,47.11,0,0,75.45,2.88,1.53,0,0,0,0,0,4.77,27.51,417.21,429.63,0
