stage,eye,glial,lateral.line,neural,somites,spinal.cord
 14-21,0,0.93,0,1.41,0.93,0.86
 24-34,0,0,0,0.78,0,0.77
 36-46,0,0,0,1.06,0,0
 48-58,0.91,0,0.51,4.68,0,0
 60-70,0,0,0,1.81,0,9.46
 72-82,1.04,0,0,3.57,0,0
 84-94,0.82,0,0,0,0,0
