stage,eye,glial,lateral.line,mesenchyme,muscle,neural,otic,pronephros,spinal.cord
 14-21,0,0,0,0,0,0,0,0.94,0
 24-34,0,0.64,0,0,0.75,0,0,0,0
 36-46,0,0,0,0,0,0,16.51,0,0
 48-58,0,1.39,0,0,0,0.61,0,0,0
 60-70,5.2,2.46,0,1.08,0,4.37,0,0,6.8
 72-82,1.9,6.76,0,0.75,0,0,6.69,0,0
 84-94,3.33,5.01,1.05,0,0,0,0,0,0
 96-106,0,3.58,2.98,0.72,0,0.63,0.59,0,0
108-118,1.02,5.1,0,0,0,6.98,0.99,0,0
120,35.46,0,0,0,0,14.84,0,0,0
