stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,41.9,771.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.87,0,0,0,0,0,0,0,0,0,0
  5-6,31.94,631.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,0,0,0,0,0,39.63,0,0,0,0,0,0,0,0,0,0
  7-9,42.58,73.24,34.56,0,0,0,112.03,0,0,0,0,0,14.85,0,0,0,0,0,0,0,0,0,0,0,820.45,65.42,0,0,220.28,0,0,7.7,0,0,0,0,0,0,0,0,0
 10-12,0,7.52,23.04,0,0,0,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.22,15.97,0,0,169.67,0,0,0,0,35.16,0,0,0,0,0,0,0
 14-21,0,0,16.17,58.61,9.48,0,7.16,0,0,0,2.58,0,0,0,0,0,0,0,0,0,37.29,0,0,30.12,159.69,19.81,0,4.35,2.64,0,15.43,0,23.2,6.52,27.03,55.14,0,0,2.9,0,0
 24-34,0,0,4.08,43.57,0.62,0,18.22,0,1.98,2.78,8.37,0.85,0,4.85,0,5.22,0,0,0,0,151.71,0.71,1.7,44.99,326.6,20.85,0,3.66,0,0,46.22,0,0,1.46,7.4,87.1,0,0,16.72,0,0
 36-46,0,0,0,20.12,1.12,0,15.05,0,1.06,11.12,8.83,0.56,0,0,0,0,0,0.83,0,0,123.95,0,2.42,27.63,193.12,5.4,0,2.71,0,0,46.96,0,0,2.58,0,35.61,0,0,17.33,0,4.86
 48-58,0,0,0,25.72,0,0,43.06,0.67,5.23,4.77,19.56,0,0,0.51,0,0.37,0,4.16,4.44,0,175.27,1.71,3.09,45.42,57.27,5.69,0,6.87,0,0,30.21,0,0,0.83,0,29.13,0,1.06,10.63,0,0
 60-70,0,0,0,34.14,0,0,12.97,0,8.57,1.86,11.98,6.35,0,1.56,0,1.4,0,1.55,0,0,210.75,1.32,10.25,21.76,97.56,4.78,0,1.4,0,0,46.55,0,0,9.02,0,13.79,2.18,2.7,4.79,0,0.79
 72-82,0,0,0,15.54,0,0,12.13,0,2.28,3.93,13.19,0,0.6,1.12,0,0,0,0,0,1.45,308.41,1.7,13.32,18.08,45.37,1.03,0.74,5.63,0,1.87,21.93,0,0,0,0,1.5,0,1.74,14.01,3.63,2.74
 84-94,0.62,0,0,43.62,0,0,17.88,0,5.25,2.04,27.06,1.2,0.76,1.58,0.7,0,0,0.81,2.4,0,226.58,2.84,8.7,10.77,24.79,1.52,0.61,17.71,0,0.57,34.44,0,0,1.93,0,1.69,0.96,0.68,17.02,7.45,2.76
 96-106,0,0,0,28.16,0,1.23,13.17,0,7.06,3.58,20.54,3.07,0,1.33,0,2.81,2.13,1.93,0,0.65,161.54,4.44,10.43,12.6,35.69,2.85,0.66,11.86,0,6.67,42.23,3.39,0,2.49,0,6.24,0,6.41,4.36,3.75,1.41
108-118,0,0,0,32.62,1.35,0,17.03,0.75,6.87,5.11,14.66,5.3,0,6.48,2.03,3.41,1.44,2.27,0.67,0,171.61,2.89,9.49,12.52,14.15,3.99,1.7,4.63,0,0.76,28.75,0,0,1.06,0,0,1.13,0.54,4.33,2.76,2.99
120,0,0,0,33.84,0,0,8.27,0,10.94,1.44,21.89,3.75,0,0,2.04,9.74,0,0,0,0,109.31,0,1.26,8.12,60.48,8.29,0,3.86,0,0,46.78,0,0,1.02,0,0,0,1.46,12.39,27.15,2.59
