stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.98,377.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.06,0,0,0,0,0,0,0,0,0,0,0
  5-6,14.46,521.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.15,3.78,0,45.58,0,0,0,62,0,0,0,0,17.31,0,0,0,0,0,0,0,0,0,0,0,400.72,8.59,0,0,140.88,0,0,4.81,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.82,0,40.85,0,5.32,0,44.32,0,0,0,0,18.27,0,0,0,0,0,0,0,0,0,0,0,413.61,20.24,0,0,136.04,0,0,5.47,0,17.33,0,7.74,0,0,0,0,0,0
 14-21,0,0,1.41,2.77,27.82,4.28,0,9.11,0,0,20.03,1.84,0,2.21,0,0,0,0,5.72,0,9.18,0,0,12.94,163.85,11.65,2.17,4.01,5.45,0,4.35,1.81,12.08,16.61,2.82,10.51,89.12,0,0,0.9,0,0
 24-34,0,0,0,0,11.71,0.67,0,29.19,1.4,1.92,10.11,1,0,2.15,0,1.72,0,0,0,0,13.7,0,0,8.67,278.44,0,3,4.27,0,0,4.86,0.86,0,2.28,1.76,4.3,76.98,0,0,11.95,0,2.7
 36-46,0,0,0,0,13.86,0,0,39.78,11.09,0,7.91,0,0,0,1.66,0,0,0,0,0,37.1,0,0,6.76,357.5,1.03,7.01,0,0,0,9.88,0,0,2.13,0,0,98.02,0,1.23,4.33,0,0
 48-58,0,0,0,0,3.93,0,0,82.72,4.55,0.65,14.48,0,0,0,0,0.95,0,0.42,0.66,0.39,33.24,0,0,4.54,470.33,5.46,8.04,0.64,0,0.4,18.38,0,0,0.61,0,0,91.91,0,0,0.53,0,3.8
 60-70,0,0,0,0,10.59,0,0,194.18,0.63,0,23.89,1.19,0,1.69,0,0,0,2.29,0,2.22,56.39,4.2,0.85,1.5,630.58,0,7.83,0,0,0,8.15,0,0,0,0,0,119.34,0,0,12.33,0,12.52
 72-82,0,0,0,0,8.45,9.5,0,304.52,2.98,2.92,54.48,0,0,0.6,0.54,1.39,2.95,3.49,0,0,69.89,0,3.41,3.5,549.33,0,10,6.66,0,1.03,2.49,0,0,0,0,0,82.71,0,0.73,6.2,1.67,9.85
 84-94,0,0,0,0,14.14,1.61,0,190.93,0.57,4.45,41.25,1.77,0,3.1,0,1.83,0,2.49,0.89,0,42,0,0.86,8.22,349.66,2.25,11,7.5,0,0,12.32,0,0,0,0,0,55.58,0,2.26,1.47,0,11.14
 96-106,0,0,3.86,0,13.38,9.6,0,235.07,2.71,0,24.21,0,0,0.99,5.97,0,0.81,2.37,0,0.78,73.74,0,2.28,16.55,358.42,0.62,17.38,3.94,0,6.62,9.28,0,0,0.73,0,0,39.25,0,1.2,6.32,1.35,0
108-118,0,0,0.61,0.74,16.54,11.47,4.38,179.07,2.41,2.84,39.3,1.34,0,1.02,3.91,2.16,1.42,1.64,1.52,0,59.8,1,0,3.48,564.91,1.7,6.52,7.88,0,0,6.49,0,0,0,0,0,21.21,0,0.88,18.78,0.63,19.05
120,0,0,10.11,0,30.75,8.98,0,139.31,0,0,65.33,5.11,0,0,7.16,0,0,0,1.08,0,68.85,0,0,3.74,503.07,4.57,11.49,10.78,0,0,25.19,0,0,0,0,0,20.7,5.08,0,0,8.42,0
