stage,eye,fin.epithelia,glial,mesenchyme,neural,olfactory,periderm,pronephros,somites,spinal.cord
 14-21,0,0,0,0,7,0,0,0,0.82,0
 24-34,0,0,0,0,7.26,0,0.85,0,0,1.1
 36-46,0,8.91,0,0,5.71,0,1.49,0,0,3.6
 48-58,0.83,0,0,0.56,8.19,0.9,0,7.59,0,1.08
 60-70,0,0,0,0,4.72,0,0,0,0,0
 72-82,0,0,1.52,0,2.84,0,0,0,0,0
 84-94,0,0,0,0,0.55,0,0,0,0,0
 96-106,0,0,0,0,3.93,0,0,0,0,0
108-118,0,0,0.54,0,0,0,0,0,0,0
120,1.67,0,0,0,7.18,0,0,0,0,0
