stage,epidermis,fast.muscle,fin.epithelia,ionocyte,mesenchyme,neural,periderm,spinal.cord
 24-34,0,0,0.63,0,0.85,1.37,4.36,0
 36-46,0,0,0,0,0,1.13,12.46,0
 48-58,2.16,0,0,0,0,1.39,0,1.59
 60-70,0,1.34,0,0,0,0,0,0
 72-82,0,0,0,0,0,1.49,0.58,0
 84-94,0,0,0,0,5.93,1.06,0.65,0
 96-106,0.58,0,0,0,0,1.64,0,0
108-118,0,0,0,0,0.95,0.81,2.27,0
120,0,0,0,1.48,0,0,0,0
