stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,272.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,80.59,636.61,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.29,0,0,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,20.5,39.22,0,26.24,0,0,0,57.83,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,573.52,12.54,0,0,165.62,4.16,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,25.29,0,0,0,30.91,0,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,420.45,28.99,0,0,75.45,0,0,0,26.52,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.87,11.79,1.06,0,0.94,0,0,0,1.56,2.31,0,2.21,0,0,0,0,0,0,6.1,0,0,3.12,92.83,3.57,5.27,0.96,0.98,3.42,0,6.62,3.49,2.62,5.54,36.85,0,0,0,0,0
 24-34,0,0,0,0,5.37,0,0,10.48,0,0,0.7,1.16,0,0,5.63,0.9,0.81,0,0,0,2.55,13.1,0,0,8.33,226.9,2.62,9.28,0,0,38.24,0,0,0,0.82,1.41,55.81,0,0,14.95,0,0
 36-46,0,0,0,0,17.08,0,0,43.45,0.64,1.39,0,13.27,0,0,0,0,0,0,1.15,0,3.02,19.23,0,0,2.15,313.83,0.72,3.3,2.28,0,20.75,0.81,0,0,0.56,0,65,0,0,9.53,0,10
 48-58,0,0,0,0,15.85,0.56,0,106.65,0.67,0,2.78,31.6,0,0,0.87,0,7.71,0.38,0.48,5.56,20.17,11.07,0,0.6,8.66,408.83,0,1.87,2.19,0,20.05,0,0,0.9,0,0,71.13,0,0,5.16,0,6.99
 60-70,2.52,0,0,0,7.2,7.97,0,156.28,0,0.9,0,40.56,1.38,0.66,0,0,0,0,2.72,0,1.58,42.92,2.49,0,1.43,325.62,14.03,7.84,3.17,0,10.53,0,0,0,2.47,0,49.58,0,0.9,7.32,0,5.4
 72-82,0,0,0.98,0,4.08,34.47,0,222.49,2.95,4.96,9.06,38.72,2.55,0,0.73,0,0.66,6.02,3.45,0,2.82,55.84,0,1.94,1.44,289.2,0,12.19,3.2,0,27.72,0,0,0.63,0,0,36.71,3.65,3.82,19.13,1.71,4.26
 84-94,0,0,0,0,6.97,15.44,2.01,163.72,0,0,1.9,22.45,1.51,1.51,1.22,3.54,1.18,0.88,12.32,0.6,5.74,36.66,0.65,4.63,6.62,243.07,4.93,1.17,8.34,0,33.41,0,0,2.53,0.57,0,7.32,0,2.54,7.41,2.71,10.03
 96-106,0,0,0,0,7.91,15.47,1.14,175.34,3.61,2.23,0.74,27.64,0.64,1.32,0,3.74,6.81,6.14,1.77,11.82,1.62,47.61,2.07,0,0,165.02,1.21,11.64,4.17,0,47.76,0,0,0,0,0,12.47,0,0,7.41,0.61,4.47
108-118,0,0,1.37,0,12.31,8.8,1.27,168.39,1.98,3.19,3.66,18.37,10.3,0,0,1.81,3.88,6.44,0,3.73,3.46,35.66,0.59,0.97,6.15,216.75,1.32,18.54,7.86,0,42.11,0,0,0.44,0.98,0,16.08,0.71,1.58,4.7,0.87,15.34
120,0,0,0,0,21.88,17.3,0,89.79,1.61,2.36,0,84.27,6.63,0,0,0,0,3.65,0,1.45,3.89,12.97,0,0,7.32,221.77,1.24,1.26,3.62,0,20.7,0,0,0,0,0,8.83,0,0,15.25,0,0
