stage,eye,glial,lateral_line,mesenchyme,neural,olfactory,otic,pronephros,spinal_cord
 14-21,0.81,2.16,0,0,4.34,0,0,2.94,0
 24-34,0.65,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,1.25
 48-58,0.71,0,0,0,0,1.42,0,0,0
 60-70,0,2.82,0,0,0,0,0,0,0
 72-82,8.44,4.77,0,3.08,0,2.71,0,0,0
 84-94,2.36,0,0,0,0.72,0.93,0,0,3.17
 96-106,6.76,3.1,0.92,0,0,0,0,0,0
108-118,7.28,1.37,0,0,3.68,0,0,0,0
120,0,0,0,0,0,0,9.06,0,2.96
