stage,eye,fin.mesenchyme,ionocyte,lateral.line,mesenchyme,neural,periderm,spinal.cord
 24-34,0,0,0,0,0,0.76,0,0
 36-46,0,0,0,0,1.21,0,0.98,0
 48-58,0,0,1.82,0,0,2.21,0,0.77
 60-70,1.65,0.9,0,0,0.78,1.37,0,1.16
 72-82,0,0,0,0,0,3.25,1.19,0
 84-94,6.84,0,0,1.13,1.46,0,0,0
 96-106,0,0,0,0,1.08,0,0.75,0
120,0,0,0,0,0,2.67,5.36,0
