stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,121.48,3444.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.85,0,0,0,0,0,0,0,0,0,0
  5-6,253.31,3054.82,0,0,0,0,0,0,0,0,0,0,0,16.22,0,0,0,0,0,0,0,0,0,0,0,67.31,0,0,0,9.5,0,218.64,0,0,0,0,0,0,0,0,0,0
  7-9,11.21,10.48,0,102.29,0,0,0,23.69,0,0,0,0,0,43.6,0,0,0,0,0,0,0,0,0,0,0,503.51,14.2,0,0,145.15,0,29.36,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,9.05,0,31.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.43,13.52,0,0,16.89,0,4.49,0,17.71,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.96,15.6,1.07,0,1.04,0,0,0,4.11,3.11,0,0,0,0,0,0,0,0,18.9,0,0,9.59,29.55,0,0,0,1.02,0,58.86,7.03,0.89,0,4,3.91,0,0,0,0,0
 24-34,0,0,0,0.68,14.24,2.5,0,25.39,0,1.98,0,4.2,1.08,0,3.27,0,2.13,2.19,0.79,0,5.19,60.04,0,1.39,10.28,376.17,4.4,4.73,10.55,0,0,181.34,0,2.67,0,5.49,54.38,0,0,2.93,0,0
 36-46,0,0,0,0,16.11,0,0,122.65,0,7.85,0.88,20.53,0,0,0.56,0.96,0.56,0,4.61,0,2.66,75.37,0,3.47,10.58,707.88,10.08,1.29,7.27,0,0,149.23,0,0.82,0,0,157.38,0,1.04,17.82,0,0
 48-58,0,0,0,0,12.99,0.84,0,229.45,0,10.01,1.56,79.34,0,0,3.46,0,1.53,5.63,1.33,0,8.29,136.35,2.14,14.79,10.98,420.25,8.38,0,4.32,0,0,113.18,0,0.38,0,0,86.94,0,0,7.22,0.5,5.52
 60-70,0,0,0,0,5.82,0,0,219.74,0.95,22.77,1.48,62.89,1.82,1.21,1.47,0,0.58,0,1.22,0,5.48,206.67,1.44,13.49,10.18,257.67,0.7,0,9.91,0,4,129.3,0,0,0,0,49.84,0,1.73,0.89,0,0.69
 72-82,0,0,0,0,7.74,9.08,0,149.28,0.65,9.95,1.34,96.71,2.04,0,1.48,0,1.19,1.36,6.84,5.86,3.54,303.58,0.56,22.48,18.5,147.7,1.82,0,4.28,0,0,105.57,0,0,0,0,34.76,0,11.06,3.68,4.31,4.53
 84-94,0,0,3.73,0,34.56,10.41,0,164.15,0,11.2,2.33,81.76,4.19,0,5.25,0,7.96,0.75,9.43,3.62,16.39,273.05,1.71,10.18,4.15,117.47,1.47,4.5,13.31,0,0,286.9,0,0,0.61,0,33.92,5.07,5.77,5.88,10.64,23.6
 96-106,0,0,0,0,42.46,42.71,1.07,167.03,0,6.37,17.12,65.58,8.58,0,11.1,2.73,5.65,7.31,2.13,7.65,3.17,233.46,3.93,13.18,8.45,136.91,4.28,2.57,3.82,0,3.44,258.37,0,0,0,0,3.41,1.66,4.54,3.82,5.12,7.1
108-118,0,0,0.47,0,54.46,8.85,1.7,130.12,0,20.26,4.26,97.39,6.72,0,1.81,1.2,8.43,3.95,2.69,6.55,8.49,294.51,2.23,15.58,5.21,165.03,16.82,3.49,9.33,0,5.75,209.57,0,2.15,1.03,0,5.87,0.47,2.14,7.2,1.42,0.64
120,0,0,3.64,0,87.83,12.95,1.03,90.78,1.33,13,5.36,140.59,2.19,0,12.95,0,7.31,0,8.33,0,13.91,350.45,5.62,45.99,8.45,69.64,13.37,0,19.92,0,12.33,204.68,0,14.74,1.21,0,0,1.53,7.86,13.53,4.27,0
