stage,epidermis,eye,fin.mesenchyme,glial,lateral.line,mesenchyme,neural,paraxial.mesoderm,pericytes,spinal.cord,vasculature
 10-12,0,0,0,0,0,0,27.55,0,0,0,0
 14-21,0,0,0,0,0,0,0,1.44,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0.78
 48-58,0.37,0.49,0,0.88,0,0,0.45,0,0,0,0.5
 60-70,0,0,0,5.66,0,2.92,1.56,0,0,0,0
 72-82,0,0,0,2.42,0,0,1.54,0,0,0,0
 84-94,2.48,2.56,0.91,1.05,0,0,3.22,0,0,0.63,0
 96-106,0,0,0,0,0,5.06,0,0,2.14,0,0
108-118,0,0,0,2.42,0.5,0,0,0,0,0,0
120,0,0,0,4.04,0,0,0,0,0,0,0
