stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,21.12,836.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,317.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,27.91,20.47,0,137.56,0,0,0,63.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.24,99.7,0,0,571.24,0,83.17,8.37,0,0,0,0,0,0,0,0,0,0
 10-12,0,53.48,0,491.82,0,11.05,0,71.26,0,0,0,0,0,20.93,0,0,0,0,0,0,0,0,0,0,0,2751.97,758.32,0,0,776.99,0,43.31,5.55,10.74,152.07,0,9.1,0,0,0,0,0,0
 14-21,0,1.36,7.75,11.64,432.89,120.56,0,47.56,0,3.48,0,7.62,14.54,2.12,19.22,0,14.58,0,0,0,1.26,120.51,0,0,122.88,667.55,445.56,4.23,5.2,15.79,0,56.05,2.16,25.73,6.27,14.66,355.13,252.1,0,0,16.88,0,0.84
 24-34,0.88,0,4.18,8.5,218.72,16.71,0,178.81,0,39.61,8.56,18.21,6.13,0.76,51.29,0.98,23.66,13.21,10.73,4.88,16.52,339.31,4.25,3.33,193.24,3230.07,45.09,14.54,15.22,0,3.74,90.2,0,2.71,6.46,1.37,93.22,579.13,0,0,42.6,0,8.93
 36-46,0,0,0,0,178.6,2,0,527.07,3.24,45.41,45.17,42.93,2.58,1.09,26.6,0,14.43,22.72,9.87,1.07,34.59,458.5,1.31,21.06,125.02,4706.71,17.83,24.55,14.83,0,0.97,100.58,0.81,0,16.21,0.58,0,962.92,0,0.85,12.19,0,7.81
 48-58,0,0,1.01,0.72,118.86,0.42,0,958.89,0.46,43.75,78.82,74.11,4.18,34.9,24.36,0.64,2.27,17.95,8.14,0,26.8,373.52,7.99,26.88,107.32,4047.71,18.32,20.1,5.84,0,1.78,69.34,0,0,1.79,0,2.82,809.94,0,2.31,6.6,0.9,13.18
 60-70,0,0,1.8,0,173.13,1.17,0,1819.9,0,67.1,99.38,70.7,5.62,5.53,34.95,0,8.76,25.59,27.74,8.8,15.15,389.28,1.97,20.68,53.68,3359.52,9.19,24.76,3.9,0,16.72,88.16,0,0,13.1,0.71,0,488.96,4.82,11.75,19.58,1.86,5.64
 72-82,0,0,3.65,0,81.84,16.47,3.82,960.55,0,67.08,100.85,75.6,10.29,4.41,7.17,1.85,6.36,37.24,11.51,7.46,29.49,407.14,10.77,65.38,47.09,2235.16,8.72,23.11,9.26,0,9.87,65.56,0,0,2.63,0,0,192.61,6,17.2,27.28,11.65,18.39
 84-94,0,0,6.26,0,207.03,3.45,8.62,756.77,2.64,62.7,80.08,56.43,12.11,9.59,11.69,3.96,11.24,58.4,14.61,23.56,28.74,404.52,5.18,84.26,35.1,1432.05,8.09,17.6,11.67,0,12.99,219.34,0,0,7.43,0,0,126.8,8.38,8.92,35.1,12.26,0
 96-106,0,0,7.94,1.03,145.86,21.58,4.35,683.05,0,44.55,67.01,67.76,25.49,0,5.14,0.86,4.68,59.49,18.06,18.09,9.79,313.67,5.59,52.89,35.82,1017.67,14.63,21.77,8.72,0,12.08,167.35,0,0,3.83,0.64,0,33.32,12.85,12.73,15.18,19.57,0
108-118,0,0,10.61,0,155.89,20.42,15.78,645.77,0,94.62,56.64,94.04,28.84,0,7.63,2.33,9.27,112.01,11.84,4.51,14.48,365,18.79,53.68,44.73,1121.77,14.14,19.92,4.77,0,19.79,128.16,0,0,2.55,0,0,38.59,10.04,2.98,9.44,4.71,0
120,0,0,2.95,0,190.9,5.93,21.15,402.83,1.18,87.17,84.01,87.9,42.98,0,11.58,8.9,6.86,71.95,34.96,12.76,1.33,380.32,10.75,25.1,19.61,1212.08,44.24,8.02,25.89,0,22,99.26,0,0,3.24,0,0,76.2,10.69,1.95,3.45,38.94,0
