stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,178.99,4200.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.45,0,0,0,0,0,0,0,0,0,0,0
  5-6,175.68,4950.44,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.43,11.17,0,0,37.64,0,117.1,0,0,0,0,0,0,0,0,0,0,0
  7-9,125.75,224.3,0,224.22,0,0,393.9,0,0,0,0,0,67.05,0,0,0,0,0,0,0,0,0,0,0,2923.89,118.43,0,0,1350.43,0,7.2,35.36,0,0,0,0,0,0,0,0,0,0
 10-12,0,82.49,0,234.35,0,0,208.04,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,2081.89,29.13,0,0,697.88,0,0,15.74,4.19,74.97,0,0,10.41,0,0,0,0,0
 14-21,0,0,0,0.85,21.02,17.7,14.36,0,0,0,8.68,0,0,2.77,0,1.16,0,0,0,0,22.04,0,0,7.28,327.24,1.85,1.83,1.79,11.74,0,0.95,2.18,40.47,0.89,2.43,32.59,114.64,0,0,2.57,0,0
 24-34,0,0.83,0,0.86,13.14,2.43,62.27,0,0,1.54,9.41,0.73,0,0,6.82,0,0,0.62,0,0.68,36.19,0,0,13.76,698.68,0.66,6.38,7.56,0,0,4.1,0,0,0.78,0,4.29,131.93,0,0,9.99,0,5.82
 36-46,0,0,0,0,11.98,0.73,116.63,0,0,1.45,18.87,0,0,2.5,0,0,16.46,0.69,0,0,48.46,3.65,0,9.85,707.91,0,5.06,2.25,0,0,6.1,0,1.39,0,0,0,97.02,0,0,9.18,0.78,0
 48-58,0,0,0,0,7.13,1.4,282.66,0,1.29,2.12,40.15,3.21,0,0,0,0.86,0,0,0,1.81,59.23,0,1.52,16.03,905.35,0,2.37,1.45,0,0.39,5.74,0,0,0.98,0,0,126.58,0,0,2.04,0,0
 60-70,0,0,0,0,2.57,0,355.88,0,0,2.01,28.37,1.58,5.24,0,0,0,0,2.68,0,0,30.87,0,4.15,12.61,842.61,0.62,5.94,10.49,0,3.12,1.01,0,0,0.68,0,0,77.97,0.81,1.83,0,9.29,0
 72-82,0,0,1.91,0,9.64,0,278.87,0,0,2.31,22.97,0,0,0,0,0,0,0,0,0,93.14,0.56,7.53,3.3,584.5,0,9.16,1.7,0,2.44,4.49,0,0,0,0,0,57.54,0,0.85,1.2,1.56,4.85
 84-94,0,0,2.56,0,13.4,8.25,190.61,0,0,2.45,23.62,0.76,0,0,1.26,1.2,0,0.63,0,0,75.71,4.15,8.02,5.25,317.17,0,2.97,4.2,0,0,0,0,0,0.74,0,0,34.31,1.52,1.48,0,0.87,0
 96-106,0,0,1.19,0,4.79,8.28,183.9,1.21,0,1.74,30.27,0,0,0,2.65,0.74,0,3.69,8.31,0,52.95,0,6.67,2.15,238.74,0.7,4.55,4.34,0,0,0,0,0,0,0,0,12.17,0,0.83,1.31,1.76,0
108-118,0,0,1.16,0,10.08,7.79,94.64,0,0.6,3.02,54.97,1.17,0,0.69,0.88,0,3.15,4.31,0.46,0,73.61,0,2.74,4.76,399.14,0.92,2.04,3.31,0,0,0,0,0,1.06,0.5,0,22.05,0,0,3.93,1.42,1.7
120,0,0,5.53,0,11.73,0,158.97,0,0,1.44,33.75,0,0,0,0,0,9.57,1.6,0,0,36.64,0,0,11.82,493.16,0,2.34,22.41,0,0,12.84,0,0,3.15,0,0,5.58,0,0,2.71,0,0
