stage,axial,blastomeres,endoderm,eye,mesenchyme,neural,notochord,olfactory,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros
  3-4,22.75,451.86,0,0,0,0,0,0,0,17.06,0,0,0
  5-6,41.93,274.88,0,0,0,13.41,0,0,0,0,0,0,0
  7-9,5.28,8.15,8.47,8.61,0,185.25,3.38,0,59.91,0,4.58,0,0
 10-12,0,19.14,20.19,21.42,0,221.3,0,0,95.37,0,0,7.13,17.46
 24-34,0,0,0,0,0,0,0,4.61,0,0,0,0,0
 48-58,0,0,0,1.72,0,0,0,0,0,0,0,0,0
 72-82,0,0,0,0,1.59,0,0,0,0,0,0,0,0
120,0,0,0,0,0,6.1,0,0,0,0,0,0,0
