stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,115.12,3714.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.44,0,0,0,0,0,0,0,0,0,0,0
  5-6,291.08,5363.95,0,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.62,10.41,0,0,44.54,0,51.2,0,0,0,0,0,0,0,0,0,0,0
  7-9,122.53,158.96,0,150.81,0,0,0,586.39,0,0,0,0,0,139.99,0,0,0,0,0,0,0,0,0,0,0,3681.23,156.66,0,0,1420.06,0,3.63,75.69,0,0,0,0,0,0,0,0,0,0
 10-12,0,56.59,0,115.29,0,24.23,0,352.72,0,0,0,0,0,74.67,0,0,0,0,0,0,0,0,0,0,0,2817.17,79.33,0,0,1124.25,0,4.49,27.45,9.31,88.03,0,8.92,0,0,0,0,0,0
 14-21,0,0,0,11.17,122.48,32.8,0,90.56,0,0.95,0,19.97,4.3,0,0.93,0,1.25,0,0,0,2.04,78.07,0,0,28.69,853.9,16.07,6.39,17.06,37.73,0,2.89,3.77,174.69,3.29,9.4,108.83,215.82,0,0,7.81,0,0
 24-34,0,0,0,2.05,16.15,2.19,0,129.73,0,4.63,0,10.98,0.92,0.76,0,2.05,3.72,0,4.28,0.67,1.95,113.04,1.59,1.71,27.13,1341.79,7.22,12.9,8.16,0,0,12.11,1.06,0,0,0,8.16,224.09,0,0,15.62,0,6.69
 36-46,0,0,0,0.56,12.13,0.81,0,180.71,0,0,3.88,47.46,0,0,1.34,0,1.03,23.59,0.77,0,9.2,78.93,0,0.89,23.42,1250.27,0.58,5.18,11.73,0,0,3.96,0,0,0,0.81,0,239.71,0,1.99,6.93,0,7.42
 48-58,0,0,0,0,18.65,2.91,0,364.44,1.71,4.91,3.61,83.77,0,0,1.92,2.9,0.55,5.11,0,4.11,5.43,103.74,0,2.75,28.76,1195.86,6.35,6.05,7.38,0,0,18.07,1.63,0,0.43,0,0,168.68,0,0,7.61,0,3.2
 60-70,0,0,0,0,17.77,2.11,0,542.61,1.9,1.46,12.42,94.39,3.33,0,1.53,1.96,1.1,2.66,0,0.81,8.13,101.52,0.85,6.52,4.66,1204.73,2.75,4.62,8.77,0,1.03,6.75,0,0,9.88,0,0,132.46,0,4.17,7.05,0,3.55
 72-82,0,0,1.14,0,19.56,6.12,0,395.94,0,1.48,0.85,47.57,1.28,0,3.34,2.8,0.52,0.69,2.93,1.44,1.31,137.46,0,6,7.47,901.22,1.26,0.74,5.63,0,0,8,0,0,0,0,0,60.34,0,2.3,6.56,5.22,17.03
 84-94,0,0,1.48,0,23.09,16.68,1.09,246.17,0,0,4.75,67.21,5.87,0,0.97,0.72,4.58,9.81,7.06,1.44,0.83,145.25,0,16.99,18.95,589.46,0,16.6,3.89,0,1.01,10.51,0,0,0,0,0,56.44,0,14.84,22.08,3.1,2.09
 96-106,0,0,0,0,11.03,18.51,0,177.99,0.64,0.91,0.8,55.2,7.32,0,2.22,8.22,1.96,1.38,0,0,0,69.15,0,2.25,8.93,475.37,1.44,6.47,7.51,0,5.78,21.15,0,0,1.88,0.6,0,29.43,0,2.7,12.66,5.95,1.94
108-118,0,0,1.48,0.74,20.21,4.61,11.03,228.96,1.01,3.44,0.94,58.72,1.12,0,1.44,5.77,0.45,2.33,4.3,0.5,1.82,149.41,3.51,2.19,15.3,705.18,2.32,7.04,7.9,0,2.15,29.66,2.39,0,1.79,0,0,47.94,1.33,4.46,17.62,5,0
120,0,0,8.41,0,25.52,13.42,0,233.88,0,12.08,3.71,152.06,0,0,1.15,19.85,0,1.92,17.67,4.91,0,180.61,0,22.05,21.18,1124.9,13.79,2.92,25.64,0,9.14,20.06,0,0,0,0,0,9.45,1.06,16.72,20.54,0,0
