stage,axial,blastomeres,epidermis,glial,mesenchyme,neural,paraxial.mesoderm,periderm,spinal.cord
  3-4,17.61,176.52,0,0,0,0,0,0,0
  5-6,17.1,48.62,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,13.67,0,0,0
 10-12,0,0,0,0,0,40.43,5.28,0,0
 14-21,0,0,0,0,0,1.82,0,1.31,0
 24-34,0,0,0,0,3.5,7.57,0,0,0.99
 36-46,0,0,0,0,0,11.91,0,0,0
 48-58,0,0,0,2.29,0,5.61,0,0,0
 60-70,0,0,0,0.98,0.98,1.82,0,0,0
 72-82,0,0,0,0,0,13.24,0,0,0
 84-94,0,0,0,0,0,0.58,0,0,0
108-118,0,0,0.55,2.79,0,2.04,0,0,0
120,0,0,0,0,6.45,0,0,0,0
