stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,37.21,727.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0
  5-6,23.58,703.3,0,0,0,0,0,0,0,0,0,0,0,10.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.5,0,3.4,0,0,0,23.39,0,0,0,0,0,7.03,0,0,0,0,0,0,0,0,0,0,119.75,4.69,0,0,18.32,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.05,0,0,0,0,0,33.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.84,10,0,0,37.22,0,0,4.94,0,20.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.18,24.09,14.32,0,8.34,0,1,0,5.04,0.85,0,1.01,0,0,0,0,0,11.41,0,0,5.93,215.92,4.33,0,2.51,4.11,0,1.67,1.8,16.5,5.96,0,9.19,83.47,0,0,3.86,0,0
 24-34,0,0,0,1.58,9.32,3.05,0,34.27,0,0,1.37,11.22,0,0,0,0.6,1.35,0,1.44,0,22.57,0,0,14.34,385.93,5.24,0.78,1.04,0,0,14.57,0,0,4.39,0,3.36,109.08,0,0,20.82,0,5.47
 36-46,0,0,0,0,3.25,0,0,24.99,0,1.26,1.23,29.29,0.67,0,4.86,0,0.65,0,0,0,29.27,0.56,29.36,12.52,266.01,1.68,0,0.91,0,0,1.25,0,0,6.26,0,0,107.72,0,0,8.63,0,0
 48-58,0,0,0,0,3.97,4.44,0,15.92,0,0,1.17,26.27,0,1.3,4.27,0,3.84,0,1.66,0,26.45,2.3,0.84,2.3,125.69,0,0.38,4.36,0,0.73,7.31,0,0,0,0,0,34.38,0,0,26.27,0,1.71
 60-70,0,0,0,0,27.97,3.79,0,7.05,0,12.91,0,36.82,0,0.97,2.83,3.36,21.37,0,2.63,0,47.08,1.46,2.06,2.78,83.65,4.46,0.6,1.16,0,0,5.81,0,0,4.88,0,0,29.95,0,0,41.54,0,0
 72-82,0,0,0,0,9.56,56.21,0,15.58,0,0,6.48,33.9,1.63,0,19.12,1.67,13.46,0,7.76,0,122.39,2.19,0.7,8.23,48.31,0.88,2.68,3.27,0,0,3.5,0,0,0,0,0,8.36,0,2.69,122.61,0,0.55
 84-94,0,0,1.14,1,33.66,30.1,0,11.11,0,3.92,0.7,17.64,4.21,2.61,19.65,1.07,18.14,0,1.84,0.82,105.08,0,11.52,3.8,41.17,0.88,2.63,7.63,0,1.49,29.3,0,0,1.7,0.62,0,8,0,0.75,126.21,4.46,0
 96-106,0,0,0,0,24.18,63.25,0,12.52,0,4.35,5.91,27.49,5.49,0,13.06,2.95,17.74,0,10.17,0,138.71,7.82,6.34,15.85,62.09,0.81,0,11.57,0,0,27.76,0,0,0,0,0,10.37,1.68,4.13,141.27,6.28,0
108-118,0,0,0,0,26.65,25.79,1.99,15.09,1.73,13.35,1.4,41.08,6.38,0,8.22,4.53,11.12,2.13,4.07,1.5,161.55,8.76,8.43,9.75,80.22,0.49,0,5.55,0,1.96,16.17,0,0,2.1,0.5,0,4.25,0.89,3.18,144.43,1.54,0.87
120,0,0,0,0,78.23,19.32,0,20.76,0,5.44,0,31.67,9.57,0,22.1,1.09,19.69,1.11,9.82,0,188.14,0,21.75,3.11,182.55,1.73,10.48,27.62,0,0,48.43,0,0,2.78,0,0,1.75,0,0,180.5,0,0
