stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,17.22,328.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.84,0,0,0,0,0,0,0,0,0,0,0
  5-6,17.23,206.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.02,3.7,0,0,0,0,11.41,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.72,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,58.77,0,0,0,12.81,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.85,8.25,0,0,3.4,0,0,0,0,1.28,2.13,0,0,6.24,0,0,0,0,11.06,0,0,7.86,81.41,1.69,3.85,1.79,0.94,8.05,0,2.55,0,1.95,0.84,28.43,0,0,0,0,0
 24-34,0,0,0,0.61,2.08,0,0,8.22,0,0,0,7.56,0,0,1.94,0,1.45,0,0,0,0.78,14.98,0,0,1.93,130.03,0,3.22,0,0,8.25,0,0,3.38,9.89,1.21,30.43,0,0,0.78,0,0
 36-46,0,0,0,0,16.24,0.57,0,27.9,0,0.89,1.09,9.1,0,0,0,0,0,0,1.56,0,1.47,15.22,0,0,2.32,216.18,0,3.46,0.82,0,18.21,0,0,0,5.53,0,39.43,0,0,7.33,0,0
 48-58,0,0,0,0,0.97,0,0,36.06,3.2,0.45,0,15.41,0,0,1.51,10.32,5.44,0,0.46,0,6.14,18.96,2.16,0.56,1.52,210.79,0,4.41,3.48,0,5.78,0,0,1.03,1.45,0,43.38,0,1.01,0,0,0
 60-70,0,0,0,0,19.75,0,0,108.62,2.46,3.26,1.35,22.63,0.85,0,0,0,2.83,0,0,0,0,44.32,0,0,5.08,232.26,1.39,0.96,0,0,8.9,0,0,0.62,5.25,0,39.79,0,0,0,0.73,5.21
 72-82,0,0,2.31,0,2.84,2.53,0,95.85,3.6,0,4.21,44.44,1.19,0,2.21,2.84,0,0,0,4.33,0,67.39,0,1.76,13.73,220.29,0,0.53,12.56,0,7.19,0,0,1.54,1.04,0,32.57,0,1.91,8.8,0.69,0.82
 84-94,0,0,1.18,0,6.31,3.02,2.83,92.46,2.94,2.3,2.97,26.28,3.78,1.9,1.1,2.88,3.36,2.21,2.15,7.34,7.4,56.46,0,0,9.66,185.16,2.22,3.56,9.46,0,25.45,0,0,10.58,4.28,0,10.2,1.8,1.11,4.02,2.22,0
 96-106,0,0,0,0,20.68,0,0,113.59,6.66,1.28,4.26,60.64,9.1,1.06,1.02,6.19,2.1,0,4.34,4.32,0.68,86.78,0,2.7,3.21,139.06,0,7.04,9.3,0,26.36,0,0,4.11,2.75,0,3.74,4.66,7.68,3.44,1.4,31.6
108-118,0,0,0.93,0,21.02,0.89,2.06,134.11,10.46,5.81,4.96,74.47,7.69,0,0,1.15,3.89,6.54,2.26,21.16,2.47,112.95,0,2.85,5.95,231.97,0,13.14,11.01,8.11,15.97,0,0,4.9,7.49,0,14.19,0.94,0,6.54,0.5,23.33
120,1.19,0,5.78,0,19.15,0,3.69,102.45,5.92,0,0,53.5,15,0,0,9.9,3.03,1.62,6.67,8.2,1.33,82.06,0,0,5.69,296.6,0,18.29,34.49,0,16.39,0,0,3.25,6.33,0,16.18,0,0,21.22,0,5.93
